Word,ExpectedRate,avg
converted,2.84423427,2.84423427
convertible,4.163956799,4.163956799
convinced,3.144696231,3.144696231
convincing,3.094144057,3.094144057
convincingly,4.02096388,4.02096388
convivial,3.495002888,3.495002888
convoluted,2.733051957,2.733051957
cookie-cutter,2.950445642,2.950445642
cool,3.250613967,3.250613967
coolly,2.12584132,2.12584132
cooperative,3.563096742,3.563096742
copasetic,2,2
copious,2.830190447,2.830190447
copiously,4,4
coral,4.386034674,4.386034674
cordial,3.833860394,3.833860394
cordially,4.053508381,4.053508381
cordless,3.276198355,3.276198355
corn-fed,3.188323523,3.188323523
corned,4.557034656,4.557034656
corny,2.406394125,2.406394125
coronary,2.989359586,2.989359586
corporal,2.276124272,2.276124272
corporate,3.033474561,3.033474561
corporeal,5,5
correct,2.896432829,2.896432829
correctable,2.554986914,2.554986914
correctional,1,1
corrective,3.521425615,3.521425615
correctly,2.703486659,2.703486659
correlated,4.386034674,4.386034674
corresponding,3.693765901,3.693765901
correspondingly,3.556591943,3.556591943
corroborative,3.541234481,3.541234481
corroded,2,2
corrosive,3.143112189,3.143112189
corrugated,3,3
corrupt,2.897473228,2.897473228
corrupted,2.318594396,2.318594396
corruptible,1,1
cortical,3.371104373,3.371104373
cosily,4,4
cosmetic,2.423959226,2.423959226
cosmetically,5,5
cosmic,3.748736107,3.748736107
cosmological,4,4
cosmopolitan,5,5
cost-effective,4.611181062,4.611181062
cost-plus,4,4
costa rican,5,5
costless,3,3
costly,3.436838717,3.436838717
cosy,3.895974125,3.895974125
counter,3.186989513,2.890357947
counterfactual,5,5
counterintuitive,3.786254896,3.786254896
counterproductive,3.039594837,3.039594837
countless,2.841202191,2.841202191
courageous,4.64950657,4.64950657
courageously,3.524706751,3.524706751
courteous,3.853277466,3.853277466
courteously,3.758772518,3.758772518
covered,3.151937131,3.151937131
covert,2.576493621,2.576493621
covertly,1.72522749,1.72522749
coveted,3.911726269,3.911726269
cowardly,2.268578883,2.268578883
coy,3.396598446,3.396598446
cozily,4.386034674,4.386034674
cozy,4.224667404,4.224667404
crabby,3.387171446,3.387171446
craftily,5,5
crafty,2.861152896,2.861152896
craggy,1,1
cramped,2.894400358,2.894400358
cranial,4.194875882,4.194875882
cranky,4.40623131,4.40623131
crappy,1.692851929,1.692851929
crass,2.304152828,2.304152828
crazily,2.583542611,2.583542611
crazy,3.179979795,3.179979795
creaky,3.299327068,3.299327068
cream-colored,4,4
creamy,4.17418704,4.17418704
creative,3.512542642,3.512542642
creatively,3.744922606,3.744922606
credible,2.608219263,2.608219263
credibly,4.041827698,4.041827698
creditable,5,5
creditably,5,5
credulous,2.843240949,2.843240949
creepy,2.177925796,2.177925796
criminal,3.098598843,3.098598843
criminally,2.907975487,2.907975487
crimson,4.557034656,4.557034656
cringing,5,5
crippling,3.075565743,3.075565743
crisp,3.825756948,3.825756948
crisply,4.511701454,4.511701454
crispy,2.925545187,2.925545187
critical,3.358551211,3.358551211
critically,2.850526865,2.850526865
crooked,2.720860822,2.720860822
cross-cultural,5,5
cross-eyed,5,5
cross-town,3.387171446,3.387171446
cross,3.22245237,3.22245237
crossbred,1,1
crosstown,4,4
crotchety,5,5
crowded,3.539028568,3.539028568
crowned,2.196953157,2.196953157
crowning,3.438525424,3.438525424
crucial,3.569700518,3.569700518
crucially,2.477406168,2.477406168
cruciferous,4,4
cruddy,1.957406721,1.957406721
crude,2.505320983,2.505320983
crudely,2.116044124,2.116044124
cruel,3.022978515,3.022978515
cruelly,2.836752069,2.836752069
crummy,3.20569478,3.20569478
crumpled,2.72678161,2.72678161
crushed,2.193933921,2.193933921
crushingly,1.712998162,1.712998162
crusty,2.530466489,2.530466489
cryogenic,5,5
cryptic,3.409448315,3.409448315
crystal clear,4.018106428,4.018106428
crystalline,2.716824324,2.716824324
cuban,2.811132016,2.811132016
cubic,2.583542611,2.583542611
culinary,4.426242945,4.426242945
culpable,2.205110347,2.205110347
cultural,3.441166283,3.441166283
culturally,3.510748681,3.510748681
cultured,1.697155506,1.697155506
cum laude,2,2
cumbersome,3.250566784,3.250566784
cumulative,4.02747242,4.02747242
cumulatively,2,2
cunning,3.836171377,3.836171377
cunningly,5,5
curable,2,2
curative,2,2
curious,3.158616592,3.158616592
curiously,3.052325882,3.052325882
curly,3.032526623,3.032526623
curmudgeonly,5,5
current,3.311133377,3.311133377
currently,3.116958358,3.116958358
curricular,5,5
cursed with,3.541234481,3.541234481
cursorily,2,2
cursory,3.062934713,3.062934713
curt,1.996803672,1.996803672
curtained,2,2
curtly,1.881316742,1.881316742
curved,2.669134697,2.669134697
curvy,3.124955804,3.124955804
cushy,4.106407217,4.106407217
custodial,4,4
custom-built,5,5
custom-made,3.042210601,3.042210601
customarily,2.394258351,2.394258351
customary,3.50002475,3.50002475
cut off,2.81854256,2.81854256
cut out,2.757350786,2.757350786
cut up,2.522791099,2.522791099
cut-and-dry,5,5
cut-price,4,4
cut-rate,2.583542611,2.583542611
cut,5,5
cute,3.21480397,3.21480397
cutely,5,5
cutthroat,4.715507074,4.715507074
cutting-edge,3.143112189,3.143112189
cyclic,4.386034674,4.386034674
cyclical,4.557034656,4.557034656
cylindrical,2.630237945,2.630237945
cynical,2.874493607,2.874493607
cynically,2.355188357,2.355188357
cystic,2,2
czech,3.851923716,3.851923716
daft,5,5
daily,3.645737705,3.623828258
dainty,4,4
damaged,2.455161546,2.455161546
damaging,3.02257405,3.02257405
damn,2.518804166,2.735090832
damned,2.328663949,2.328663949
damning,4.386034674,4.386034674
damp,2.123503164,2.123503164
dandy,2.630237945,2.630237945
dangerous,2.701177761,2.701177761
dangerously,2.286540568,2.286540568
danish,3.521838742,3.521838742
dank,1.956119805,1.956119805
dapper,5,5
daring,3.526889728,3.526889728
daringly,5,5
dark-skinned,2.554986914,2.554986914
dark,2.782844241,2.782844241
darkish,5,5
darkly,3.570672258,3.570672258
darwinian,3.326099916,3.326099916
dashing,4,4
data-based,3,3
dated,2.917843917,2.917843917
dateless,2.113562375,2.113562375
daunted,5,5
daunting,3.889390775,3.889390775
dauntless,5,5
day after day,3.408066357,3.408066357
day by day,3.386377032,3.386377032
day in and day out,2.26941936,2.26941936
day in day out,4,4
day-by-day,2.187366277,2.187366277
day-old,2.411688837,2.411688837
day-to-day,3.919025497,3.919025497
dazed,3,3
dazzling,3.829730297,3.829730297
dazzlingly,3.851923716,3.851923716
de facto,3.395057717,3.395057717
de luxe,4.194875882,4.194875882
de rigueur,4.386034674,4.386034674
dead on target,5,5
dead set,4.557034656,4.557034656
dead-end,1.893448878,1.893448878
dead-on,3.962416468,3.962416468
dead,2.865208709,2.865208709
deadly,3.488539591,4.244269796
deadpan,4.653531998,4.653531998
deaf,2.387490085,2.387490085
dear,4,3.681770791
dearly,3.362064234,3.362064234
deathly,2.64425098,2.64425098
debased,5,5
debatable,3.889390775,3.889390775
debilitated,2.554986914,2.554986914
debilitating,4,4
debonaire,5,5
decadent,3.776084736,3.776084736
deceased,3.293338301,3.293338301
deceitful,1.546686995,1.546686995
deceitfully,4,4
deceivingly,5,5
decent,2.983146261,2.983146261
decently,3.270070772,3.270070772
deceptive,2.014404783,2.014404783
deceptively,3.517511291,3.517511291
decided,3,3
decidedly,2.968839425,2.968839425
decimal,5,5
decipherable,5,5
decisive,3.305609355,3.305609355
decisively,4.194875882,4.194875882
declarative,5,5
decomposable,5,5
decorative,2.986537059,2.986537059
decrepit,4,4
dedicated,3.849498694,3.849498694
deducible,5,5
deductive,4.132110745,4.132110745
deep down,3.852542818,3.852542818
deep-fried,5,5
deep-rooted,2,2
deep-sea,2,2
deep-seated,4.034332942,4.034332942
deep,3.430994584,3.546377449
deeply,3.379099162,3.379099162
defamatory,4,4
defective,1.963971462,1.963971462
defenceless,1,1
defenseless,2.321693779,2.321693779
defensible,4.386034674,4.386034674
defensive,2.176320263,2.176320263
defensively,1.893448878,1.893448878
deferential,5,5
defiant,2.419560617,2.419560617
defiantly,4.09402078,4.09402078
deficient,1.824104789,1.824104789
definite,3.459704668,3.459704668
definitely,3.794064333,3.794064333
definitive,3.559630887,3.559630887
deflated,5,5
deflationary,3.371104373,3.371104373
deft,3.753458102,3.753458102
deftly,4.025038579,4.025038579
defunct,2.533532505,2.533532505
degenerative,4.181233678,4.181233678
degraded,2.031088514,2.031088514
degrading,5,5
delayed,3.348880828,3.348880828
delectable,4.882973562,4.882973562
deleterious,3.911726269,3.911726269
deliberate,2.844443609,2.844443609
deliberately,2.823142322,2.823142322
deliberative,3.799770825,3.799770825
delicate,3.788668744,3.788668744
delicately,5,5
delicious,4.131533363,4.131533363
deliciously,3.900512091,3.900512091
delighted,4.250928435,4.250928435
delightful,4.335320165,4.335320165
delightfully,4.145114323,4.145114323
delineated,4.386034674,4.386034674
delinquent,4.094852855,4.094852855
delirious,2.954580645,2.954580645
deliriously,4.173270507,4.173270507
deliverable,5,5
delusional,2.238214126,2.238214126
delusory,1,1
deluxe,3.337318658,3.337318658
demagogic,5,5
demeaning,2.062001661,2.062001661
demented,4.653531998,4.653531998
democratic,3.442378926,3.442378926
democratically,3.766278053,3.766278053
demographic,3.298592501,3.298592501
demonic,3.481075727,3.481075727
demonstrable,4.715507074,4.715507074
demonstrably,5,5
demonstrative of,4,4
demonstrative,4.557034656,4.557034656
demonstratively,4,4
denatured,5,5
denominational,4.790467918,4.790467918
dense,3.107947224,3.107947224
densely,2.582068527,2.582068527
dental,2.541094013,2.541094013
departmental,4.653531998,4.653531998
dependable,2.791649254,2.791649254
dependably,5,5
dependant on,2.640220924,2.640220924
dependant upon,2.583542611,2.583542611
dependant,2.860458813,2.860458813
dependent on,3.277860335,3.277860335
dependent upon,3.230074406,3.230074406
dependent,3.168933626,3.168933626
depending on,3.29280497,3.29280497
deplorable,1.594509391,1.594509391
deplorably,5,5
depopulated,4,4
depressed,2.81981624,2.81981624
depressing,2.364558318,2.364558318
depressingly,1.92087946,1.92087946
derivative,2.607696702,2.607696702
derogatory,2.106597324,2.106597324
descriptive,3.078463338,3.078463338
descriptively,2.187366277,2.187366277
deservedly,3.910375864,3.910375864
deserving,3.307482323,3.307482323
desirable,3.21896071,3.21896071
desirous,5,5
desolate,3.024975627,3.024975627
desolately,5,5
desperate,2.634646082,2.634646082
desperately,2.775412103,2.775412103
despicable,3.225784819,3.225784819
despondent,4,4
despotic,2.518492094,2.518492094
destitute,1.726966892,1.726966892
destructible,3,3
destructive,3.177398856,3.177398856
destructively,5,5
desultory,4,4
detachable,4.386034674,4.386034674
detached,3,3
detailed,3.663253647,3.663253647
detectable,2.533532505,2.533532505
determined,3.646085135,3.646085135
determinedly,2.116044124,2.116044124
deterministic,2.838680275,2.838680275
detrimental,3.233343661,3.233343661
detrimentally,4,4
devastating,3.049725839,3.049725839
developed,2.66851827,2.66851827
developing,5,5
developmental,2.57442813,2.57442813
developmentally,2.544223534,2.544223534
deviant,2.720444302,2.720444302
devilish,4.239183994,4.239183994
devilishly,3.679274827,3.679274827
devious,3.428262106,3.428262106
deviously,4,4
devoid,2.474111377,2.474111377
devoted,3.005841228,3.005841228
devotional,4.715507074,4.715507074
devout,3.119835673,3.119835673
devoutly,2.564606566,2.564606566
dexter,3,3
dexterously,5,5
dextrous,1.753996714,1.753996714
diabetic,3.41610118,3.41610118
diabolic,4,4
diabolical,3.581937937,3.581937937
diabolically,5,5
diagnostic,2.950237918,2.950237918
diagonal,3.756623321,3.756623321
diagonally,3.833564533,3.833564533
dialectical,5,5
diametric,4,4
diametrically,4.248203656,4.248203656
diaphanous,4,4
dicey,2.958472167,2.958472167
dichotomous,4.239183994,4.239183994
dickensian,5,5
dicky,5,5
dictatorial,2.242771157,2.242771157
didactic,3.215470362,3.215470362
didactical,4,4
die-hard,2.835800364,2.835800364
dietary,3.62598739,3.62598739
dietetic,5,5
different,3.181861321,3.181861321
differential,4.557034656,4.557034656
differentially,5,5
differently,3.253830673,3.253830673
difficult,3.182809875,3.182809875
diffidently,5,5
diffuse,4.386034674,4.386034674
digestible,3.878500811,3.878500811
digestive,3.430079807,3.430079807
digital,3.187438481,3.187438481
digitally,2.073079053,2.073079053
dignified,4.523882943,4.523882943
digressive,4.386034674,4.386034674
dilapidated,1.947474983,1.947474983
diligent,3.166978416,3.166978416
diligently,2.701593496,2.701593496
diluted,2,2
dim-witted,1.179331261,1.179331261
dim,2.672216874,2.672216874
dimensional,2.434679011,2.434679011
diminished,3.541234481,3.541234481
diminutive,5,5
dimly,2.842178498,2.842178498
dingily,2,2
dingy,2.180179323,2.180179323
dinky,4.444005181,4.444005181
diplomatic,3.904753837,3.904753837
diplomatically,1.712998162,1.712998162
dire,2.56101097,2.56101097
direct,3.475530828,3.536702407
directional,2.977037542,2.977037542
directly,3.165521453,3.165521453
dirt cheap,4.122153695,4.122153695
dirty,1.872058158,1.872058158
disabled,2.571982845,2.571982845
disadvantaged,4.132110745,4.132110745
disaffected,4.132110745,4.132110745
disagreeable,2.354084334,2.354084334
disappointed,2.35577467,2.35577467
disappointing,2.198637902,2.198637902
disappointingly,2.48994735,2.48994735
disastrous,3.021293381,3.021293381
disastrously,3.889390775,3.889390775
discernable,2.8561943,2.8561943
discernible,2.709403656,2.709403656
discerning,3.122137497,3.122137497
disciplinary,2.909975885,2.909975885
disciplined,4.038614504,4.038614504
discombobulated,1.72522749,1.72522749
disconcerting,3,3
disconcertingly,4.653531998,4.653531998
discontented,5,5
discontinued,1.697155506,1.697155506
discontinuous,3.371104373,3.371104373
discordant,1.823538297,1.823538297
discouraging,2.616678604,2.616678604
discourteous,2.542278548,2.542278548
discoverable,4,4
discredited,2.116044124,2.116044124
discreet,3.488269766,3.488269766
discreetly,3.602917192,3.602917192
discrete,4.168805572,4.168805572
discretionary,5,5
discriminate,2.843240949,2.843240949
discriminative,2,2
discriminatory,3.679274827,3.679274827
discursive,3,3
disdainful,5,5
disdainfully,2,2
diseased,3.764092411,3.764092411
disembodied,4.557034656,4.557034656
disenchanted,3.541321843,3.541321843
disenfranchised,2.196953157,2.196953157
disfigured,5,5
disgraceful,1.670869868,1.670869868
disgracefully,4.386034674,4.386034674
disgruntled,2.555061937,2.555061937
disgusted,1.717218368,1.717218368
disgusting,1.581831203,1.581831203
disgustingly,2.10825128,2.10825128
disheveled,2.470745901,2.470745901
dishonest,1.900251446,1.900251446
dishonorable,2.583542611,2.583542611
dishonorably,2,2
dishy,4.386034674,4.386034674
disinfectant,3,3
disingenuous,2.046410858,2.046410858
disingenuously,1.466403084,1.466403084
disinterested,2.099165829,2.099165829
disinterestedly,4,4
disjoint,1,1
disjointed,2.06324005,2.06324005
disliked,2.076162334,2.076162334
disloyal,3.371104373,3.371104373
dismal,2.273585387,2.273585387
dismally,1.466403084,1.466403084
dismayed,2.633161476,2.633161476
dismaying,3,3
dismissive,2.250469292,2.250469292
disordered,4,4
disorderly,1.2004972,1.2004972
disorganised,1.442917783,1.442917783
disorganized,1.951571231,1.951571231
disoriented,3.753458102,3.753458102
disparate,3.90919026,3.90919026
dispassionate,2.533532505,2.533532505
dispassionately,4,4
displeased,1.83297305,1.83297305
disposable,2.891976592,2.891976592
disposed,2.909801269,2.909801269
disproportionate,4.265075685,4.265075685
disproportionately,3.453894806,3.453894806
disputable,4,4
disputed,3.541234481,3.541234481
disquieting,2.639382214,2.639382214
disquietingly,4,4
disreputable,1.753996714,1.753996714
disrespectful,1.839706979,1.839706979
disrespectfully,1.304123645,1.304123645
disruptive,3.462891625,3.462891625
dissatisfied,1.906885913,1.906885913
dissident,5,5
dissimilar,5,5
dissonant,5,5
distant,3.252879746,3.252879746
distasteful,1.886008016,1.886008016
distinct,3.036514382,3.036514382
distinctive,3.158439692,3.158439692
distinctively,2.550868323,2.550868323
distinctly,2.893696076,2.893696076
distinguishable,4.715507074,4.715507074
distinguished,3.593473436,3.593473436
distorted,2.136641573,2.136641573
distraught,3.2853447,3.2853447
distressed,2.156876682,2.156876682
distressing,2.598016868,2.598016868
distressingly,4,4
distrustful,4.053508381,4.053508381
disturbed,2.66111421,2.66111421
disturbing,3.056135395,3.056135395
disturbingly,3.69555705,3.69555705
divergent,2.639382214,2.639382214
diverse,3.281004463,3.281004463
diversely,5,5
diversified,4.099926627,4.099926627
diversionary,3.721217053,3.721217053
divided up,2.852940633,2.852940633
divine,3.733516235,3.733516235
divinely,3.511620788,3.511620788
divisive,2.584680255,2.584680255
dizzy,2.416124995,2.416124995
do-it-yourself,3.536271391,3.536271391
do-nothing,4.386034674,4.386034674
doable,3.959828793,3.959828793
docile,4.557034656,4.557034656
doctoral,3.873690618,3.873690618
doctrinal,2.598502134,2.598502134
doctrinally,1.697155506,1.697155506
dodgy,3.314718812,3.314718812
dog-eared,4.856593539,4.856593539
dogged,4.248203656,4.248203656
doggedly,4.113786681,4.113786681
dogmatic,2.640061046,2.640061046
dogmatically,2,2
doled out,4.557034656,4.557034656
doleful,5,5
dolefully,3,3
dolled up,4.386034674,4.386034674
dome-shaped,5,5
domed,4,4
domestic,3.432023543,3.432023543
domestically,3.301874137,3.301874137
domesticated,1.697155506,1.697155506
dominant,3.1299495,3.1299495
domineering,2.187366277,2.187366277
dominican,3.889390775,3.889390775
done for,3.163410464,3.163410464
done with,2.919325004,2.919325004
doomed,2.197103964,2.197103964
door-to-door,3.116717574,3.116717574
dormant,4.430039571,4.430039571
dostoevskian,5,5
doting,2,2
dotted,1.431183516,1.431183516
double time,1,1
double-bedded,2.984041596,2.984041596
double-breasted,2,2
double-dealing,5,5
double-edged,4.041827698,4.041827698
double-spaced,4,4
double,3.08699471,3.024255327
doubly,3.326694001,3.326694001
doubtful,2.692262995,2.692262995
doubtlessly,4.653531998,4.653531998
doughy,4,4
dour,4,4
dowdy,2.412330966,2.412330966
down pat,3.659917258,3.659917258
down the stairs,2.630711969,2.630711969
down-and-out,5,5
down-to-earth,4.296470952,4.296470952
down,3.430903705,3.131822915
downcast,4,4
downhill,2.145768848,2.145768848
downmarket,3.371104373,3.371104373
downright,2.348003096,2.275946768
downstairs,4,4
downstream,4.386034674,4.386034674
downtown,3.528487819,3.528487819
downtrodden,2.941594482,2.941594482
downward,3.045080311,3.037096182
downwards,5,5
downy,4,4
drab,2.707623752,2.707623752
draconian,4.041827698,4.041827698
drafty,2.447995509,2.447995509
dramatic,3.300774888,3.300774888
dramatically,3.110506739,3.110506739
draped,5,5
drastic,3.223186596,3.223186596
drastically,3.085026939,3.085026939
draughty,2,2
drawn-out,2.697322922,2.697322922
dreaded,5,5
dreadful,2.254280403,2.254280403
dreadfully,2.725426821,2.725426821
dreamily,1,1
dreamless,2.831166282,2.831166282
dreamlike,4.557034656,4.557034656
dreamy,3.595636404,3.595636404
drearily,3,3
dreary,2.333552208,2.333552208
drenched in,1.753996714,1.753996714
dressed to kill,3,3
dressed to the nines,2.196953157,2.196953157
dressy,5,5
drinkable,4.594665545,4.594665545
drippy,3,3
driven,3.008848699,3.008848699
driving,4.386034674,4.386034674
droll,5,5
droopy,2,2
drug-addicted,4.495990362,4.495990362
drugged,5,5
drunk,2.092633257,2.092633257
drunken,2.025550479,2.025550479
drunkenly,4.386034674,4.386034674
dry,3.106853279,3.106853279
dryly,3.053894011,3.053894011
dual,3.937607982,3.937607982
dualistic,3.541234481,3.541234481
dubious,2.459044872,2.459044872
dubiously,2.092458343,2.092458343
duck-billed,5,5
due,2.87463682,2.867193881
dull,2.354943917,2.354943917
duly,3.282118107,3.282118107
dumb,1.992309679,1.992309679
dumbfounded,2.388340211,2.388340211
dumbly,1.697155506,1.697155506
dumbstruck,2.583542611,2.583542611
dumfounded,2,2
dummy,2.918209068,2.918209068
dumpy,2.120226767,2.120226767
duplicitous,2.973043885,2.973043885
durable,3.772721158,3.772721158
dust-covered,5,5
dusty,2.361042565,2.361042565
dutch,4.557470083,4.557470083
dutiful,4.653531998,4.653531998
dutifully,2.542574818,2.542574818
duty-bound,2.554986914,2.554986914
duty-free,5,5
dynamic,3.649671528,3.649671528
dynamical,4,4
dynamically,3.715093417,3.715093417
dysfunctional,3.167683275,3.167683275
dyslectic,5,5
dyslexic,5,5
dystopian,4,4
e.g.,3.371104373,3.371104373
each week,3.530638515,3.530638515
each year,3.138603042,3.138603042
eager,3.493458568,3.493458568
eagerly,3.13334353,3.13334353
earlier,3.286135302,3.124403524
earliest,3.6875429,3.6875429
early on,3.021355479,3.021355479
early,3.272831516,3.20011583
earnest,4.083792287,4.083792287
earnestly,2.787759993,2.787759993
earthbound,5,5
earthly,3.152478077,3.152478077
earthshaking,3.679274827,3.679274827
earthy,3.601969659,3.601969659
easily,3.514913398,3.514913398
east african,5,5
east german,1.697155506,1.697155506
east indian,4.135837017,4.135837017
east,3.670808769,3.871106733
eastern orthodox,5,5
eastern,2.91498128,2.91498128
eastward,3,3
easy,3.970763697,3.98583157
easygoing,3.640087391,3.640087391
ebullient,5,5
eccentric,3.182311624,3.182311624
eccentrically,5,5
ecclesiastic,5,5
ecclesiastical,3.541234481,3.541234481
eclectic,3.7958734,3.7958734
ecological,2.721855773,2.721855773
ecologically,2.358457873,2.358457873
econometric,1.824104789,1.824104789
economic,3.06028974,3.06028974
economical,3.093416681,3.093416681
economically,3.36895375,3.36895375
ecstatic,3.846040084,3.846040084
ecstatically,3.164366113,3.164366113
ecuadorian,5,5
ecumenical,4.239183994,4.239183994
edgy,3.109729531,3.109729531
edible,3.266021474,3.266021474
edifying,5,5
editorial,5,5
educational,4.049986532,4.049986532
educationally,4,4
eerie,2.688122327,2.688122327
eerily,3.012055137,3.012055137
effective,3.499299866,3.499299866
effectively,3.469172757,3.469172757
effeminate,1.9619083,1.9619083
effete,5,5
efficacious,5,5
efficient,3.947613521,3.947613521
efficiently,3.543659531,3.543659531
effluent,4.386034674,4.386034674
effortless,4.276773146,4.276773146
effortlessly,4.160140365,4.160140365
effusive,2.836733239,2.836733239
effusively,3.395057717,3.395057717
egalitarian,1.33792172,1.33792172
egocentric,2.868987268,2.868987268
egoistic,3.579339763,3.579339763
egoistical,5,5
egotistic,5,5
egotistical,2.114535474,2.114535474
egregious,2.40529817,2.40529817
egyptian,3.439436409,3.439436409
eidetic,3,3
eighteen,3.828701129,3.828701129
eighteenth,4.715507074,4.715507074
eighth,2.53104873,2.53104873
eighty-eight,5,5
eighty-four,5,5
eighty-one,3,3
eighty,3.668377148,3.668377148
either,2.741506114,2.741506114
elaborate,3.273135803,3.273135803
elaborately,4.758674585,4.758674585
elapsed,3,3
elastic,2.550868323,2.550868323
elder,3.402893961,3.402893961
elderly,2.951456372,2.951456372
eldest,2.647499363,2.647499363
elected,4.557034656,4.557034656
elective,3.541288115,3.541288115
electoral,2.958559682,2.958559682
electric,2.955655514,2.955655514
electrical,2.299540848,2.299540848
electrically,3.679274827,3.679274827
electrifying,4,4
electromagnetic,3,3
electronic,3.066083739,3.066083739
electronically,3.521215904,3.521215904
electrostatic,4,4
elegant,4.069137682,4.069137682
elegantly,4.168189718,4.168189718
elegiac,5,5
elemental,4.157469424,4.157469424
elementary,3.046248549,3.046248549
elevated,3.806109895,3.806109895
eleven,3.438525424,3.438525424
eligible,3.113756197,3.113756197
elite,3.523527801,3.523527801
elliptic,5,5
elliptical,3.976302336,3.976302336
elongated,5,5
eloquent,3.638718659,3.638718659
eloquently,3.813277262,3.813277262
elsewhere,2.60258199,2.60258199
elusive,4.317390415,4.317390415
embarrassed,2.88091832,2.88091832
embarrassing,2.481595604,2.481595604
embarrassingly,2.05467249,2.05467249
embattled,3.395057717,3.395057717
emblematic,3.541234481,3.541234481
emblematical,4,4
embryonic,4.034332942,4.034332942
emergent,4,4
eminent,3.036894708,3.036894708
eminently,3.834752918,3.834752918
emotional,3.175817904,3.175817904
emotionally,3.14707637,3.14707637
emotionless,3.449876208,3.449876208
emotive,3.18747162,3.18747162
empathetic,3.937118303,3.937118303
empathetically,4.386034674,4.386034674
empathic,3.008848699,3.008848699
emphatic,3.340274023,3.340274023
emphatically,2.823452692,2.823452692
empiric,3,3
empirical,3.007884809,3.007884809
empirically,2.726169388,2.726169388
employable,2.583542611,2.583542611
empty-headed,3,3
empty,2.477484074,2.477484074
en bloc,3.902727187,3.902727187
en clair,4,4
en garde,3.382241211,3.382241211
en masse,2.765456731,2.765456731
en route,3.179932346,3.179932346
enamored,3.911726269,3.911726269
enchanted,5,5
enchantingly,4.386034674,4.386034674
encouraged,3.243995831,3.243995831
encouraging,3.907996704,3.907996704
encouragingly,4.386034674,4.386034674
encyclical,4.653531998,4.653531998
encyclopedic,4.543301621,4.543301621
end on,3.229425627,3.229425627
end-to-end,1,1
endangered,2,2
endearing,3.601151271,3.601151271
endearingly,2.187366277,2.187366277
ended,3,3
endemic,3.365025084,3.365025084
endless,2.907048564,2.907048564
endlessly,3.119001473,3.119001473
endogenous,5,5
enduring,5,5
enduringly,4,4
energetic,3.767949896,3.767949896
energetically,5,5
engaging,3.560626328,3.560626328
engagingly,3.507000315,3.507000315
english-speaking,2.552620897,2.552620897
english,3.365216058,3.365216058
engorged,2.394258351,2.394258351
engrossed,1.72522749,1.72522749
engrossing,4.653531998,4.653531998
enhanced,2.189917145,2.189917145
enigmatic,3.797222686,3.797222686
enjoyable,3.709586522,3.709586522
enjoyably,3.326099916,3.326099916
enlarged,3.038349887,3.038349887
enlightened,4,4
enormous,3.705292234,3.705292234
enormously,3.316200497,3.316200497
enough,3.226180101,3.225346409
enraged,1.55698504,1.55698504
entangled,4.543301621,4.543301621
enteric,4,4
enterprising,2.550868323,2.550868323
entertaining,3.411473366,3.411473366
entertainingly,3.794817984,3.794817984
enthralled,4.653531998,4.653531998
enthralling,3.843346119,3.843346119
enthusiastic,3.106291442,3.106291442
enthusiastically,3.476747975,3.476747975
entire,2.77093677,2.77093677
entirely,2.859463727,2.859463727
entomological,3,3
entranced,5,5
entrenched,3.176637755,3.176637755
entrepreneurial,3.230995454,3.230995454
enviable,3.733642786,3.733642786
envious,3.010264967,3.010264967
enviously,2.583542611,2.583542611
environmental,3.238274304,3.238274304
environmentally,3.350161323,3.350161323
enzymatic,3.541234481,3.541234481
ephemeral,4.557034656,4.557034656
epidemic,3.382681875,3.382681875
epidemiological,2.756817273,2.756817273
epidermic,1,1
epidural,2,2
epileptic,4,4
episodic,3.911726269,3.911726269
epistemic,4.653531998,4.653531998
epistemological,3.708510734,3.708510734
epistolary,5,5
epochal,4.386034674,4.386034674
eponymous,3.979461352,3.979461352
equal to,3.266767842,3.266767842
equal,2.934656367,2.934656367
equally,3.237366344,3.237366344
equidistant,4.239183994,4.239183994
equipped,3.812297292,3.812297292
equipt,5,5
equitable,4.046952474,4.046952474
equivalent,2.953787239,2.953787239
equivocal,4,4
erasable,5,5
ergonomic,3.809193797,3.809193797
erotic,3.818585409,3.818585409
errant,2.277061274,2.277061274
erratic,3.057237877,3.057237877
erratically,2.113562375,2.113562375
erroneous,2.553437614,2.553437614
erroneously,1.977473754,1.977473754
ersatz,2.697322922,2.697322922
erstwhile,4.386034674,4.386034674
erudite,3.782615121,3.782615121
eruditely,3,3
eschatological,4.041827698,4.041827698
esoteric,3.068451202,3.068451202
especial,4.386034674,4.386034674
especially,3.474326257,3.474326257
essential,3.893450123,3.893450123
essentially,2.80767838,2.80767838
established,2.870148499,2.870148499
esthetic,3.371104373,3.371104373
esthetically,3,3
estimable,4,4
et al.,3.095674833,3.095674833
et al,2.966624661,2.966624661
et alia,3.541234481,3.541234481
eternal,3.187480542,3.187480542
eternally,3.22584427,3.22584427
ethereal,4,4
ethical,2.964350791,2.964350791
ethically,2.440204391,2.440204391
ethiopian,3.510369324,3.510369324
ethnic,3.220893494,3.220893494
ethnically,2.412891756,2.412891756
ethnocentric,3,3
etymological,4,4
eucharistic,5,5
eugenic,5,5
euphemistically,3.18747162,3.18747162
euphoric,1,1
eurasian,2,2
european,3.723036084,3.723036084
