,Unnamed: 0,Word,Rating,Category,Count,Total,Corpus,RelativeFrequency,Probabilities,ExpectedRate
721,721,acetic/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,3.0
722,722,acetic/a,3,0.0,1,4207700,OpenTable,2.38e-07,1.0,3.0
723,723,acetic/a,4,0.25,0,7789649,OpenTable,0.0,0.0,3.0
724,724,acetic/a,5,0.5,0,8266564,OpenTable,0.0,0.0,3.0
725,725,acid/a,1,-0.5,0,699695,OpenTable,0.0,0.0,2.730204884
726,726,acid/a,2,-0.25,1,2507147,OpenTable,3.99e-07,0.397843533,2.730204884
727,727,acid/a,3,0.0,2,4207700,OpenTable,4.75e-07,0.47410805,2.730204884
728,728,acid/a,4,0.25,1,7789649,OpenTable,1.28e-07,0.128048417,2.730204884
729,729,acid/a,5,0.5,0,8266564,OpenTable,0.0,0.0,2.730204884
730,730,acidic/a,1,-0.5,0,699695,OpenTable,0.0,0.0,3.050200272
731,731,acidic/a,2,-0.25,12,2507147,OpenTable,4.79e-06,0.323077722,3.050200272
732,732,acidic/a,3,0.0,23,4207700,OpenTable,5.47e-06,0.368967941,3.050200272
733,733,acidic/a,4,0.25,28,7789649,OpenTable,3.59e-06,0.242630675,3.050200272
734,734,acidic/a,5,0.5,8,8266564,OpenTable,9.68e-07,0.065323661,3.050200272
735,735,acknowledged/a,1,-0.5,1,699695,OpenTable,1.43e-06,0.485431744,1.922538596
736,736,acknowledged/a,2,-0.25,2,2507147,OpenTable,7.98e-07,0.270948743,1.922538596
737,737,acknowledged/a,3,0.0,2,4207700,OpenTable,4.75e-07,0.161444097,1.922538596
738,738,acknowledged/a,4,0.25,0,7789649,OpenTable,0.0,0.0,1.922538596
739,739,acknowledged/a,5,0.5,2,8266564,OpenTable,2.42e-07,0.082175415,1.922538596
740,740,acoustic/a,1,-0.5,4,699695,OpenTable,5.72e-06,0.254903784,2.922162327
741,741,acoustic/a,2,-0.25,5,2507147,OpenTable,1.99e-06,0.088923238,2.922162327
742,742,acoustic/a,3,0.0,26,4207700,OpenTable,6.18e-06,0.275520325,2.922162327
743,743,acoustic/a,4,0.25,42,7789649,OpenTable,5.39e-06,0.240412178,2.922162327
744,744,acoustic/a,5,0.5,26,8266564,OpenTable,3.15e-06,0.140240476,2.922162327
745,745,acoustical/a,1,-0.5,3,699695,OpenTable,4.29e-06,0.536605779,2.007044023
746,746,acoustical/a,2,-0.25,4,2507147,OpenTable,1.6e-06,0.199674706,2.007044023
747,747,acoustical/a,3,0.0,2,4207700,OpenTable,4.75e-07,0.059487825,2.007044023
748,748,acoustical/a,4,0.25,8,7789649,OpenTable,1.03e-06,0.128533093,2.007044023
749,749,acoustical/a,5,0.5,5,8266564,OpenTable,6.05e-07,0.075698597,2.007044023
750,750,acoustically/r,1,-0.5,0,699695,OpenTable,0.0,0.0,3.219290978
751,751,acoustically/r,2,-0.25,3,2507147,OpenTable,1.2e-06,0.391755428,3.219290978
752,752,acoustically/r,3,0.0,2,4207700,OpenTable,4.75e-07,0.155617629,3.219290978
753,753,acoustically/r,4,0.25,7,7789649,OpenTable,8.99e-07,0.294207485,3.219290978
754,754,acoustically/r,5,0.5,4,8266564,OpenTable,4.84e-07,0.158419459,3.219290978
755,755,acrid/a,1,-0.5,3,699695,OpenTable,4.29e-06,0.947481366,1.105037268
756,756,acrid/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,1.105037268
757,757,acrid/a,3,0.0,1,4207700,OpenTable,2.38e-07,0.052518634,1.105037268
758,758,acrid/a,4,0.25,0,7789649,OpenTable,0.0,0.0,1.105037268
759,759,acrid/a,5,0.5,0,8266564,OpenTable,0.0,0.0,1.105037268
760,760,acrobatic/a,1,-0.5,0,699695,OpenTable,0.0,0.0,5.0
761,761,acrobatic/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,5.0
762,762,acrobatic/a,3,0.0,0,4207700,OpenTable,0.0,0.0,5.0
763,763,acrobatic/a,4,0.25,0,7789649,OpenTable,0.0,0.0,5.0
764,764,acrobatic/a,5,0.5,3,8266564,OpenTable,3.63e-07,1.0,5.0
765,765,across the board/r,1,-0.5,2,699695,OpenTable,2.86e-06,0.081158671,3.563043399
766,766,across the board/r,2,-0.25,14,2507147,OpenTable,5.58e-06,0.158548427,3.563043399
767,767,across the board/r,3,0.0,28,4207700,OpenTable,6.65e-06,0.188941328,3.563043399
768,768,across the board/r,4,0.25,71,7789649,OpenTable,9.11e-06,0.258793975,3.563043399
769,769,across the board/r,5,0.5,91,8266564,OpenTable,1.1e-05,0.312557598,3.563043399
770,770,across the country/r,1,-0.5,0,699695,OpenTable,0.0,0.0,3.513400636
771,771,across the country/r,2,-0.25,7,2507147,OpenTable,2.79e-06,0.340131525,3.513400636
772,772,across the country/r,3,0.0,4,4207700,OpenTable,9.51e-07,0.115809415,3.513400636
773,773,across the country/r,4,0.25,15,7789649,OpenTable,1.93e-06,0.234585959,3.513400636
774,774,across the country/r,5,0.5,21,8266564,OpenTable,2.54e-06,0.309473101,3.513400636
775,775,across the nation/r,1,-0.5,0,699695,OpenTable,0.0,0.0,3.27743112
776,776,across the nation/r,2,-0.25,1,2507147,OpenTable,3.99e-07,0.518556122,3.27743112
777,777,across the nation/r,3,0.0,0,4207700,OpenTable,0.0,0.0,3.27743112
778,778,across the nation/r,4,0.25,1,7789649,OpenTable,1.28e-07,0.166900514,3.27743112
779,779,across the nation/r,5,0.5,2,8266564,OpenTable,2.42e-07,0.314543364,3.27743112
780,780,across-the-board/a,1,-0.5,0,699695,OpenTable,0.0,0.0,3.674620964
781,781,across-the-board/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,3.674620964
782,782,across-the-board/a,3,0.0,1,4207700,OpenTable,2.38e-07,0.662689518,3.674620964
783,783,across-the-board/a,4,0.25,0,7789649,OpenTable,0.0,0.0,3.674620964
784,784,across-the-board/a,5,0.5,1,8266564,OpenTable,1.21e-07,0.337310482,3.674620964
785,785,acting/a,1,-0.5,0,699695,OpenTable,0.0,0.0,3.405740792
786,786,acting/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,3.405740792
787,787,acting/a,3,0.0,2,4207700,OpenTable,4.75e-07,0.797129604,3.405740792
788,788,acting/a,4,0.25,0,7789649,OpenTable,0.0,0.0,3.405740792
789,789,acting/a,5,0.5,1,8266564,OpenTable,1.21e-07,0.202870396,3.405740792
790,790,active/a,1,-0.5,3,699695,OpenTable,4.29e-06,0.105332596,3.452448906
791,791,active/a,2,-0.25,8,2507147,OpenTable,3.19e-06,0.078389969,3.452448906
792,792,active/a,3,0.0,52,4207700,OpenTable,1.24e-05,0.303604971,3.452448906
793,793,active/a,4,0.25,90,7789649,OpenTable,1.16e-05,0.283840866,3.452448906
794,794,active/a,5,0.5,77,8266564,OpenTable,9.31e-06,0.228831599,3.452448906
795,795,actively/r,1,-0.5,0,699695,OpenTable,0.0,0.0,3.333516572
796,796,actively/r,2,-0.25,6,2507147,OpenTable,2.39e-06,0.263142681,3.333516572
797,797,actively/r,3,0.0,13,4207700,OpenTable,3.09e-06,0.339717898,3.333516572
798,798,actively/r,4,0.25,14,7789649,OpenTable,1.8e-06,0.197619589,3.333516572
799,799,actively/r,5,0.5,15,8266564,OpenTable,1.81e-06,0.199519832,3.333516572
800,800,actual/a,1,-0.5,32,699695,OpenTable,4.57e-05,0.23650593,2.499057963
801,801,actual/a,2,-0.25,147,2507147,OpenTable,5.86e-05,0.3032064,2.499057963
802,802,actual/a,3,0.0,205,4207700,OpenTable,4.87e-05,0.251947423,2.499057963
803,803,actual/a,4,0.25,213,7789649,OpenTable,2.73e-05,0.141404276,2.499057963
804,804,actual/a,5,0.5,107,8266564,OpenTable,1.29e-05,0.066935972,2.499057963
805,805,actually/r,1,-0.5,264,699695,OpenTable,0.000377307,0.265075457,2.649657688
806,806,actually/r,2,-0.25,876,2507147,OpenTable,0.000349401,0.24547014,2.649657688
807,807,actually/r,3,0.0,1212,4207700,OpenTable,0.000288043,0.202363515,2.649657688
808,808,actually/r,4,0.25,1651,7789649,OpenTable,0.000211948,0.148903034,2.649657688
809,809,actually/r,5,0.5,1626,8266564,OpenTable,0.000196696,0.138187854,2.649657688
810,810,acute/a,1,-0.5,0,699695,OpenTable,0.0,0.0,3.866200925
811,811,acute/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,3.866200925
812,812,acute/a,3,0.0,1,4207700,OpenTable,2.38e-07,0.272504478,3.866200925
813,813,acute/a,4,0.25,4,7789649,OpenTable,5.14e-07,0.588790119,3.866200925
814,814,acute/a,5,0.5,1,8266564,OpenTable,1.21e-07,0.138705403,3.866200925
815,815,acutely/r,1,-0.5,0,699695,OpenTable,0.0,0.0,2.37337366
816,816,acutely/r,2,-0.25,1,2507147,OpenTable,3.99e-07,0.62662634,2.37337366
817,817,acutely/r,3,0.0,1,4207700,OpenTable,2.38e-07,0.37337366,2.37337366
818,818,acutely/r,4,0.25,0,7789649,OpenTable,0.0,0.0,2.37337366
819,819,acutely/r,5,0.5,0,8266564,OpenTable,0.0,0.0,2.37337366
820,820,ad hoc/a,1,-0.5,0,699695,OpenTable,0.0,0.0,3.687537176
821,821,ad hoc/a,2,-0.25,8,2507147,OpenTable,3.19e-06,0.233515677,3.687537176
822,822,ad hoc/a,3,0.0,13,4207700,OpenTable,3.09e-06,0.226102018,3.687537176
823,823,ad hoc/a,4,0.25,17,7789649,OpenTable,2.18e-06,0.159711757,3.687537176
824,824,ad hoc/a,5,0.5,43,8266564,OpenTable,5.2e-06,0.380670548,3.687537176
825,825,ad hoc/r,1,-0.5,0,699695,OpenTable,0.0,0.0,3.687537176
826,826,ad hoc/r,2,-0.25,8,2507147,OpenTable,3.19e-06,0.233515677,3.687537176
827,827,ad hoc/r,3,0.0,13,4207700,OpenTable,3.09e-06,0.226102018,3.687537176
828,828,ad hoc/r,4,0.25,17,7789649,OpenTable,2.18e-06,0.159711757,3.687537176
829,829,ad hoc/r,5,0.5,43,8266564,OpenTable,5.2e-06,0.380670548,3.687537176
830,830,ad lib/r,1,-0.5,1,699695,OpenTable,1.43e-06,0.921963552,1.312145792
831,831,ad lib/r,2,-0.25,0,2507147,OpenTable,0.0,0.0,1.312145792
832,832,ad lib/r,3,0.0,0,4207700,OpenTable,0.0,0.0,1.312145792
833,833,ad lib/r,4,0.25,0,7789649,OpenTable,0.0,0.0,1.312145792
834,834,ad lib/r,5,0.5,1,8266564,OpenTable,1.21e-07,0.078036448,1.312145792
835,835,ad nauseam/r,1,-0.5,0,699695,OpenTable,0.0,0.0,4.0
836,836,ad nauseam/r,2,-0.25,0,2507147,OpenTable,0.0,0.0,4.0
837,837,ad nauseam/r,3,0.0,0,4207700,OpenTable,0.0,0.0,4.0
838,838,ad nauseam/r,4,0.25,1,7789649,OpenTable,1.28e-07,1.0,4.0
839,839,ad nauseam/r,5,0.5,0,8266564,OpenTable,0.0,0.0,4.0
840,840,ad val/r,1,-0.5,4,699695,OpenTable,5.72e-06,0.282752994,2.912650786
841,841,ad val/r,2,-0.25,9,2507147,OpenTable,3.59e-06,0.177549193,2.912650786
842,842,ad val/r,3,0.0,11,4207700,OpenTable,2.61e-06,0.129301603,2.912650786
843,843,ad val/r,4,0.25,26,7789649,OpenTable,3.34e-06,0.165086458,2.912650786
844,844,ad val/r,5,0.5,41,8266564,OpenTable,4.96e-06,0.245309753,2.912650786
845,845,adamant/a,1,-0.5,2,699695,OpenTable,2.86e-06,0.713097871,1.602404683
846,846,adamant/a,2,-0.25,1,2507147,OpenTable,3.99e-07,0.099505736,1.602404683
847,847,adamant/a,3,0.0,1,4207700,OpenTable,2.38e-07,0.059290232,1.602404683
848,848,adamant/a,4,0.25,4,7789649,OpenTable,5.14e-07,0.128106161,1.602404683
849,849,adamant/a,5,0.5,0,8266564,OpenTable,0.0,0.0,1.602404683
850,850,adamantly/r,1,-0.5,0,699695,OpenTable,0.0,0.0,3.350719146
851,851,adamantly/r,2,-0.25,0,2507147,OpenTable,0.0,0.0,3.350719146
852,852,adamantly/r,3,0.0,1,4207700,OpenTable,2.38e-07,0.649280854,3.350719146
853,853,adamantly/r,4,0.25,1,7789649,OpenTable,1.28e-07,0.350719146,3.350719146
854,854,adamantly/r,5,0.5,0,8266564,OpenTable,0.0,0.0,3.350719146
855,855,adaptable/a,1,-0.5,0,699695,OpenTable,0.0,0.0,3.395021765
856,856,adaptable/a,2,-0.25,1,2507147,OpenTable,3.99e-07,0.190830493,3.395021765
857,857,adaptable/a,3,0.0,4,4207700,OpenTable,9.51e-07,0.454823394,3.395021765
858,858,adaptable/a,4,0.25,2,7789649,OpenTable,2.57e-07,0.122839963,3.395021765
859,859,adaptable/a,5,0.5,4,8266564,OpenTable,4.84e-07,0.231506149,3.395021765
860,860,adaptative/a,1,-0.5,0,699695,OpenTable,0.0,0.0,5.0
861,861,adaptative/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,5.0
862,862,adaptative/a,3,0.0,0,4207700,OpenTable,0.0,0.0,5.0
863,863,adaptative/a,4,0.25,0,7789649,OpenTable,0.0,0.0,5.0
864,864,adaptative/a,5,0.5,1,8266564,OpenTable,1.21e-07,1.0,5.0
865,865,adaptive/a,1,-0.5,0,699695,OpenTable,0.0,0.0,5.0
866,866,adaptive/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,5.0
867,867,adaptive/a,3,0.0,0,4207700,OpenTable,0.0,0.0,5.0
868,868,adaptive/a,4,0.25,0,7789649,OpenTable,0.0,0.0,5.0
869,869,adaptive/a,5,0.5,2,8266564,OpenTable,2.42e-07,1.0,5.0
870,870,addictive/a,1,-0.5,0,699695,OpenTable,0.0,0.0,4.170280109
871,871,addictive/a,2,-0.25,1,2507147,OpenTable,3.99e-07,0.02856773,4.170280109
872,872,addictive/a,3,0.0,7,4207700,OpenTable,1.66e-06,0.11915405,4.170280109
873,873,addictive/a,4,0.25,55,7789649,OpenTable,7.06e-06,0.505708596,4.170280109
874,874,addictive/a,5,0.5,40,8266564,OpenTable,4.84e-06,0.346569623,4.170280109
875,875,additional/a,1,-0.5,54,699695,OpenTable,7.72e-05,0.233546249,2.602786927
876,876,additional/a,2,-0.25,228,2507147,OpenTable,9.09e-05,0.275196532,2.602786927
877,877,additional/a,3,0.0,330,4207700,OpenTable,7.84e-05,0.237332427,2.602786927
878,878,additional/a,4,0.25,419,7789649,OpenTable,5.38e-05,0.162773627,2.602786927
879,879,additional/a,5,0.5,249,8266564,OpenTable,3.01e-05,0.091151165,2.602786927
880,880,additionally/r,1,-0.5,20,699695,OpenTable,2.86e-05,0.267634175,2.43177591
881,881,additionally/r,2,-0.25,83,2507147,OpenTable,3.31e-05,0.309969268,2.43177591
882,882,additionally/r,3,0.0,103,4207700,OpenTable,2.45e-05,0.229199044,2.43177591
883,883,additionally/r,4,0.25,91,7789649,OpenTable,1.17e-05,0.109381493,2.43177591
884,884,additionally/r,5,0.5,74,8266564,OpenTable,8.95e-06,0.083816019,2.43177591
885,885,additive/a,1,-0.5,0,699695,OpenTable,0.0,0.0,4.485148584
886,886,additive/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,4.485148584
887,887,additive/a,3,0.0,0,4207700,OpenTable,0.0,0.0,4.485148584
888,888,additive/a,4,0.25,1,7789649,OpenTable,1.28e-07,0.514851416,4.485148584
889,889,additive/a,5,0.5,1,8266564,OpenTable,1.21e-07,0.485148584,4.485148584
890,890,addled/a,1,-0.5,0,699695,OpenTable,0.0,0.0,4.0
891,891,addled/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,4.0
892,892,addled/a,3,0.0,0,4207700,OpenTable,0.0,0.0,4.0
893,893,addled/a,4,0.25,1,7789649,OpenTable,1.28e-07,1.0,4.0
894,894,addled/a,5,0.5,0,8266564,OpenTable,0.0,0.0,4.0
895,895,adept/a,1,-0.5,0,699695,OpenTable,0.0,0.0,4.042078921
896,896,adept/a,2,-0.25,1,2507147,OpenTable,3.99e-07,0.09177811,4.042078921
897,897,adept/a,3,0.0,3,4207700,OpenTable,7.13e-07,0.164057239,4.042078921
898,898,adept/a,4,0.25,12,7789649,OpenTable,1.54e-06,0.354472271,4.042078921
899,899,adept/a,5,0.5,14,8266564,OpenTable,1.69e-06,0.38969238,4.042078921
900,900,adequate to/a,1,-0.5,0,699695,OpenTable,0.0,0.0,3.351554208
901,901,adequate to/a,2,-0.25,2,2507147,OpenTable,7.98e-07,0.194889609,3.351554208
902,902,adequate to/a,3,0.0,7,4207700,OpenTable,1.66e-06,0.406435616,3.351554208
903,903,adequate to/a,4,0.25,8,7789649,OpenTable,1.03e-06,0.250905733,3.351554208
904,904,adequate to/a,5,0.5,5,8266564,OpenTable,6.05e-07,0.147769042,3.351554208
905,905,adequate/a,1,-0.5,45,699695,OpenTable,6.43e-05,0.161121773,2.688033583
906,906,adequate/a,2,-0.25,292,2507147,OpenTable,0.000116467,0.291778672,2.688033583
907,907,adequate/a,3,0.0,521,4207700,OpenTable,0.000123821,0.31020118,2.688033583
908,908,adequate/a,4,0.25,534,7789649,OpenTable,6.86e-05,0.171740949,2.688033583
909,909,adequate/a,5,0.5,215,8266564,OpenTable,2.6e-05,0.065157426,2.688033583
910,910,adequately/r,1,-0.5,5,699695,OpenTable,7.15e-06,0.221860905,2.570792741
911,911,adequately/r,2,-0.25,26,2507147,OpenTable,1.04e-05,0.321968287,2.570792741
912,912,adequately/r,3,0.0,32,4207700,OpenTable,7.61e-06,0.236115641,2.570792741
913,913,adequately/r,4,0.25,26,7789649,OpenTable,3.34e-06,0.103627496,2.570792741
914,914,adequately/r,5,0.5,31,8266564,OpenTable,3.75e-06,0.116427671,2.570792741
915,915,adjacent/a,1,-0.5,17,699695,OpenTable,2.43e-05,0.218679152,2.783207727
916,916,adjacent/a,2,-0.25,65,2507147,OpenTable,2.59e-05,0.23334623,2.783207727
917,917,adjacent/a,3,0.0,102,4207700,OpenTable,2.42e-05,0.218183867,2.783207727
918,918,adjacent/a,4,0.25,178,7789649,OpenTable,2.29e-05,0.205669241,2.783207727
919,919,adjacent/a,5,0.5,114,8266564,OpenTable,1.38e-05,0.12412151,2.783207727
920,920,adjective/a,1,-0.5,3,699695,OpenTable,4.29e-06,0.920497593,1.290448799
921,921,adjective/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,1.290448799
922,922,adjective/a,3,0.0,0,4207700,OpenTable,0.0,0.0,1.290448799
923,923,adjective/a,4,0.25,1,7789649,OpenTable,1.28e-07,0.027560829,1.290448799
924,924,adjective/a,5,0.5,2,8266564,OpenTable,2.42e-07,0.051941578,1.290448799
925,925,adjunct/a,1,-0.5,0,699695,OpenTable,0.0,0.0,4.0
926,926,adjunct/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,4.0
927,927,adjunct/a,3,0.0,0,4207700,OpenTable,0.0,0.0,4.0
928,928,adjunct/a,4,0.25,1,7789649,OpenTable,1.28e-07,1.0,4.0
929,929,adjunct/a,5,0.5,0,8266564,OpenTable,0.0,0.0,4.0
930,930,adjustable/a,1,-0.5,0,699695,OpenTable,0.0,0.0,4.320261498
931,931,adjustable/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,4.320261498
932,932,adjustable/a,3,0.0,0,4207700,OpenTable,0.0,0.0,4.320261498
933,933,adjustable/a,4,0.25,4,7789649,OpenTable,5.14e-07,0.679738502,4.320261498
934,934,adjustable/a,5,0.5,2,8266564,OpenTable,2.42e-07,0.320261498,4.320261498
935,935,adjusted/a,1,-0.5,0,699695,OpenTable,0.0,0.0,3.043810208
936,936,adjusted/a,2,-0.25,2,2507147,OpenTable,7.98e-07,0.618865638,3.043810208
937,937,adjusted/a,3,0.0,0,4207700,OpenTable,0.0,0.0,3.043810208
938,938,adjusted/a,4,0.25,1,7789649,OpenTable,1.28e-07,0.099592878,3.043810208
939,939,adjusted/a,5,0.5,3,8266564,OpenTable,3.63e-07,0.281541484,3.043810208
940,940,administrative/a,1,-0.5,1,699695,OpenTable,1.43e-06,0.263552512,3.139786479
941,941,administrative/a,2,-0.25,2,2507147,OpenTable,7.98e-07,0.147104557,3.139786479
942,942,administrative/a,3,0.0,2,4207700,OpenTable,4.75e-07,0.087651864,3.139786479
943,943,administrative/a,4,0.25,8,7789649,OpenTable,1.03e-06,0.189386069,3.139786479
944,944,administrative/a,5,0.5,14,8266564,OpenTable,1.69e-06,0.312304997,3.139786479
945,945,admirable/a,1,-0.5,0,699695,OpenTable,0.0,0.0,3.795337779
946,946,admirable/a,2,-0.25,1,2507147,OpenTable,3.99e-07,0.06003306,3.795337779
947,947,admirable/a,3,0.0,10,4207700,OpenTable,2.38e-06,0.35770541,3.795337779
948,948,admirable/a,4,0.25,16,7789649,OpenTable,2.05e-06,0.309152221,3.795337779
949,949,admirable/a,5,0.5,15,8266564,OpenTable,1.81e-06,0.273109309,3.795337779
950,950,admirably/r,1,-0.5,0,699695,OpenTable,0.0,0.0,4.585657438
951,951,admirably/r,2,-0.25,0,2507147,OpenTable,0.0,0.0,4.585657438
952,952,admirably/r,3,0.0,0,4207700,OpenTable,0.0,0.0,4.585657438
953,953,admirably/r,4,0.25,6,7789649,OpenTable,7.7e-07,0.414342562,4.585657438
954,954,admirably/r,5,0.5,9,8266564,OpenTable,1.09e-06,0.585657438,4.585657438
955,955,admittedly/r,1,-0.5,9,699695,OpenTable,1.29e-05,0.320362481,2.367502331
956,956,admittedly/r,2,-0.25,27,2507147,OpenTable,1.08e-05,0.268220443,2.367502331
957,957,admittedly/r,3,0.0,34,4207700,OpenTable,8.08e-06,0.201252859,2.367502331
958,958,admittedly/r,4,0.25,45,7789649,OpenTable,5.78e-06,0.143880698,2.367502331
959,959,admittedly/r,5,0.5,22,8266564,OpenTable,2.66e-06,0.066283519,2.367502331
960,960,adolescent/a,1,-0.5,0,699695,OpenTable,0.0,0.0,4.0
961,961,adolescent/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,4.0
962,962,adolescent/a,3,0.0,0,4207700,OpenTable,0.0,0.0,4.0
963,963,adolescent/a,4,0.25,2,7789649,OpenTable,2.57e-07,1.0,4.0
964,964,adolescent/a,5,0.5,0,8266564,OpenTable,0.0,0.0,4.0
965,965,adorable/a,1,-0.5,2,699695,OpenTable,2.86e-06,0.116867653,3.668303855
966,966,adorable/a,2,-0.25,6,2507147,OpenTable,2.39e-06,0.097846332,3.668303855
967,967,adorable/a,3,0.0,11,4207700,OpenTable,2.61e-06,0.106886047,3.668303855
968,968,adorable/a,4,0.25,68,7789649,OpenTable,8.73e-06,0.356914443,3.668303855
969,969,adorable/a,5,0.5,65,8266564,OpenTable,7.86e-06,0.321485525,3.668303855
970,970,adorably/r,1,-0.5,0,699695,OpenTable,0.0,0.0,5.0
971,971,adorably/r,2,-0.25,0,2507147,OpenTable,0.0,0.0,5.0
972,972,adorably/r,3,0.0,0,4207700,OpenTable,0.0,0.0,5.0
973,973,adorably/r,4,0.25,0,7789649,OpenTable,0.0,0.0,5.0
974,974,adorably/r,5,0.5,1,8266564,OpenTable,1.21e-07,1.0,5.0
975,975,adored/a,1,-0.5,0,699695,OpenTable,0.0,0.0,4.0
976,976,adored/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,4.0
977,977,adored/a,3,0.0,0,4207700,OpenTable,0.0,0.0,4.0
978,978,adored/a,4,0.25,2,7789649,OpenTable,2.57e-07,1.0,4.0
979,979,adored/a,5,0.5,0,8266564,OpenTable,0.0,0.0,4.0
980,980,adroitly/r,1,-0.5,0,699695,OpenTable,0.0,0.0,2.37337366
981,981,adroitly/r,2,-0.25,1,2507147,OpenTable,3.99e-07,0.62662634,2.37337366
982,982,adroitly/r,3,0.0,1,4207700,OpenTable,2.38e-07,0.37337366,2.37337366
983,983,adroitly/r,4,0.25,0,7789649,OpenTable,0.0,0.0,2.37337366
984,984,adroitly/r,5,0.5,0,8266564,OpenTable,0.0,0.0,2.37337366
985,985,adult/a,1,-0.5,1,699695,OpenTable,1.43e-06,0.24545024,3.157320205
986,986,adult/a,2,-0.25,2,2507147,OpenTable,7.98e-07,0.137000587,3.157320205
987,987,adult/a,3,0.0,2,4207700,OpenTable,4.75e-07,0.08163144,3.157320205
988,988,adult/a,4,0.25,13,7789649,OpenTable,1.67e-06,0.286614194,3.157320205
989,989,adult/a,5,0.5,12,8266564,OpenTable,1.45e-06,0.249303539,3.157320205
990,990,adulterated/a,1,-0.5,0,699695,OpenTable,0.0,0.0,3.0
991,991,adulterated/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,3.0
992,992,adulterated/a,3,0.0,1,4207700,OpenTable,2.38e-07,1.0,3.0
993,993,adulterated/a,4,0.25,0,7789649,OpenTable,0.0,0.0,3.0
994,994,adulterated/a,5,0.5,0,8266564,OpenTable,0.0,0.0,3.0
995,995,advanced/a,1,-0.5,4,699695,OpenTable,5.72e-06,0.321025089,2.279560911
996,996,advanced/a,2,-0.25,15,2507147,OpenTable,5.98e-06,0.335969006,2.279560911
997,997,advanced/a,3,0.0,12,4207700,OpenTable,2.85e-06,0.160149,2.279560911
998,998,advanced/a,4,0.25,15,7789649,OpenTable,1.93e-06,0.108133715,2.279560911
999,999,advanced/a,5,0.5,11,8266564,OpenTable,1.33e-06,0.07472319,2.279560911
1000,1000,advantageous/a,1,-0.5,0,699695,OpenTable,0.0,0.0,2.842313662
1001,1001,advantageous/a,2,-0.25,1,2507147,OpenTable,3.99e-07,0.400804426,2.842313662
1002,1002,advantageous/a,3,0.0,2,4207700,OpenTable,4.75e-07,0.47763653,2.842313662
1003,1003,advantageous/a,4,0.25,0,7789649,OpenTable,0.0,0.0,2.842313662
1004,1004,advantageous/a,5,0.5,1,8266564,OpenTable,1.21e-07,0.121559044,2.842313662
1005,1005,adventuresome/a,1,-0.5,0,699695,OpenTable,0.0,0.0,4.300409916
1006,1006,adventuresome/a,2,-0.25,0,2507147,OpenTable,0.0,0.0,4.300409916
1007,1007,adventuresome/a,3,0.0,4,4207700,OpenTable,9.51e-07,0.130131245,4.300409916
1008,1008,adventuresome/a,4,0.25,25,7789649,OpenTable,3.21e-06,0.439327594,4.300409916
1009,1009,adventuresome/a,5,0.5,26,8266564,OpenTable,3.15e-06,0.430541161,4.300409916
1010,1010,adventurous/a,1,-0.5,1,699695,OpenTable,1.43e-06,0.016613546,3.802559301
1011,1011,adventurous/a,2,-0.25,22,2507147,OpenTable,8.77e-06,0.102003248,3.802559301
1012,1012,adventurous/a,3,0.0,88,4207700,OpenTable,2.09e-05,0.24311347,3.802559301
1013,1013,adventurous/a,4,0.25,227,7789649,OpenTable,2.91e-05,0.338749831,3.802559301
1014,1014,adventurous/a,5,0.5,213,8266564,OpenTable,2.58e-05,0.299519905,3.802559301
1015,1015,adverse/a,1,-0.5,0,699695,OpenTable,0.0,0.0,3.602410994
1016,1016,adverse/a,2,-0.25,1,2507147,OpenTable,3.99e-07,0.13816308,3.602410994
1017,1017,adverse/a,3,0.0,3,4207700,OpenTable,7.13e-07,0.246972325,3.602410994
1018,1018,adverse/a,4,0.25,11,7789649,OpenTable,1.41e-06,0.489155116,3.602410994
1019,1019,adverse/a,5,0.5,3,8266564,OpenTable,3.63e-07,0.125709479,3.602410994
1020,1020,adversely/r,1,-0.5,0,699695,OpenTable,0.0,0.0,2.614842408
1021,1021,adversely/r,2,-0.25,3,2507147,OpenTable,1.2e-06,0.660378761,2.614842408
1022,1022,adversely/r,3,0.0,1,4207700,OpenTable,2.38e-07,0.13116165,2.614842408
1023,1023,adversely/r,4,0.25,2,7789649,OpenTable,2.57e-07,0.141698009,2.614842408
1024,1024,adversely/r,5,0.5,1,8266564,OpenTable,1.21e-07,0.06676158,2.614842408
1025,1025,advertised/a,1,-0.5,7,699695,OpenTable,1e-05,0.298394046,2.506501874
