Word,Rating,Category,Count,Total,Corpus
dainty/a,4,0.25,2,7789649,OpenTable
dainty/a,5,0.5,4,8266564,OpenTable
damaging/a,1,-0.5,1,699695,OpenTable
damaging/a,2,-0.25,1,2507147,OpenTable
damaging/a,3,0,1,4207700,OpenTable
damaging/a,4,0.25,0,7789649,OpenTable
damaging/a,5,0.5,0,8266564,OpenTable
damp/a,1,-0.5,1,699695,OpenTable
damp/a,2,-0.25,8,2507147,OpenTable
damp/a,3,0,9,4207700,OpenTable
damp/a,4,0.25,9,7789649,OpenTable
damp/a,5,0.5,3,8266564,OpenTable
danceable/a,1,-0.5,0,699695,OpenTable
danceable/a,2,-0.25,0,2507147,OpenTable
danceable/a,3,0,0,4207700,OpenTable
danceable/a,4,0.25,2,7789649,OpenTable
danceable/a,5,0.5,1,8266564,OpenTable
dandy/a,1,-0.5,0,699695,OpenTable
dandy/a,2,-0.25,0,2507147,OpenTable
dandy/a,3,0,1,4207700,OpenTable
dandy/a,4,0.25,5,7789649,OpenTable
dandy/a,5,0.5,9,8266564,OpenTable
dangerous/a,1,-0.5,3,699695,OpenTable
dangerous/a,2,-0.25,3,2507147,OpenTable
dangerous/a,3,0,9,4207700,OpenTable
dangerous/a,4,0.25,10,7789649,OpenTable
dangerous/a,5,0.5,12,8266564,OpenTable
dangerously/r,1,-0.5,0,699695,OpenTable
dangerously/r,2,-0.25,3,2507147,OpenTable
dangerously/r,3,0,4,4207700,OpenTable
dangerously/r,4,0.25,7,7789649,OpenTable
dangerously/r,5,0.5,2,8266564,OpenTable
danish/a,1,-0.5,0,699695,OpenTable
danish/a,2,-0.25,0,2507147,OpenTable
danish/a,3,0,2,4207700,OpenTable
danish/a,4,0.25,5,7789649,OpenTable
danish/a,5,0.5,9,8266564,OpenTable
dank/a,1,-0.5,1,699695,OpenTable
dank/a,2,-0.25,1,2507147,OpenTable
dank/a,3,0,1,4207700,OpenTable
dank/a,4,0.25,1,7789649,OpenTable
dank/a,5,0.5,0,8266564,OpenTable
dapper/a,1,-0.5,0,699695,OpenTable
dapper/a,2,-0.25,1,2507147,OpenTable
dapper/a,3,0,0,4207700,OpenTable
dapper/a,4,0.25,1,7789649,OpenTable
dapper/a,5,0.5,0,8266564,OpenTable
dappled/a,1,-0.5,0,699695,OpenTable
dappled/a,2,-0.25,0,2507147,OpenTable
dappled/a,3,0,0,4207700,OpenTable
dappled/a,4,0.25,1,7789649,OpenTable
dappled/a,5,0.5,0,8266564,OpenTable
daring/a,1,-0.5,1,699695,OpenTable
daring/a,2,-0.25,2,2507147,OpenTable
daring/a,3,0,5,4207700,OpenTable
daring/a,4,0.25,34,7789649,OpenTable
daring/a,5,0.5,31,8266564,OpenTable
daringly/r,1,-0.5,0,699695,OpenTable
daringly/r,2,-0.25,0,2507147,OpenTable
daringly/r,3,0,0,4207700,OpenTable
daringly/r,4,0.25,0,7789649,OpenTable
daringly/r,5,0.5,1,8266564,OpenTable
dark-haired/a,1,-0.5,0,699695,OpenTable
dark-haired/a,2,-0.25,0,2507147,OpenTable
dark-haired/a,3,0,1,4207700,OpenTable
dark-haired/a,4,0.25,0,7789649,OpenTable
dark-haired/a,5,0.5,1,8266564,OpenTable
dark/a,1,-0.5,69,699695,OpenTable
dark/a,2,-0.25,294,2507147,OpenTable
dark/a,3,0,602,4207700,OpenTable
dark/a,4,0.25,1021,7789649,OpenTable
dark/a,5,0.5,681,8266564,OpenTable
darkened/a,1,-0.5,0,699695,OpenTable
darkened/a,2,-0.25,1,2507147,OpenTable
darkened/a,3,0,3,4207700,OpenTable
darkened/a,4,0.25,3,7789649,OpenTable
darkened/a,5,0.5,7,8266564,OpenTable
darkish/a,1,-0.5,0,699695,OpenTable
darkish/a,2,-0.25,0,2507147,OpenTable
darkish/a,3,0,1,4207700,OpenTable
darkish/a,4,0.25,0,7789649,OpenTable
darkish/a,5,0.5,0,8266564,OpenTable
darkly/r,1,-0.5,0,699695,OpenTable
darkly/r,2,-0.25,1,2507147,OpenTable
darkly/r,3,0,4,4207700,OpenTable
darkly/r,4,0.25,6,7789649,OpenTable
darkly/r,5,0.5,3,8266564,OpenTable
dashing/a,1,-0.5,0,699695,OpenTable
dashing/a,2,-0.25,0,2507147,OpenTable
dashing/a,3,0,0,4207700,OpenTable
dashing/a,4,0.25,0,7789649,OpenTable
dashing/a,5,0.5,1,8266564,OpenTable
dashingly/r,1,-0.5,0,699695,OpenTable
dashingly/r,2,-0.25,0,2507147,OpenTable
dashingly/r,3,0,0,4207700,OpenTable
dashingly/r,4,0.25,0,7789649,OpenTable
dashingly/r,5,0.5,1,8266564,OpenTable
dated/a,1,-0.5,5,699695,OpenTable
dated/a,2,-0.25,21,2507147,OpenTable
dated/a,3,0,44,4207700,OpenTable
dated/a,4,0.25,65,7789649,OpenTable
dated/a,5,0.5,11,8266564,OpenTable
daunted/a,1,-0.5,0,699695,OpenTable
daunted/a,2,-0.25,0,2507147,OpenTable
daunted/a,3,0,0,4207700,OpenTable
daunted/a,4,0.25,1,7789649,OpenTable
daunted/a,5,0.5,0,8266564,OpenTable
daunting/a,1,-0.5,0,699695,OpenTable
daunting/a,2,-0.25,0,2507147,OpenTable
daunting/a,3,0,2,4207700,OpenTable
daunting/a,4,0.25,13,7789649,OpenTable
daunting/a,5,0.5,14,8266564,OpenTable
dauntingly/r,1,-0.5,0,699695,OpenTable
dauntingly/r,2,-0.25,0,2507147,OpenTable
dauntingly/r,3,0,0,4207700,OpenTable
dauntingly/r,4,0.25,1,7789649,OpenTable
dauntingly/r,5,0.5,1,8266564,OpenTable
day after day/r,1,-0.5,0,699695,OpenTable
day after day/r,2,-0.25,0,2507147,OpenTable
day after day/r,3,0,0,4207700,OpenTable
day after day/r,4,0.25,0,7789649,OpenTable
day after day/r,5,0.5,2,8266564,OpenTable
day in and day out/r,1,-0.5,0,699695,OpenTable
day in and day out/r,2,-0.25,0,2507147,OpenTable
day in and day out/r,3,0,0,4207700,OpenTable
day in and day out/r,4,0.25,1,7789649,OpenTable
day in and day out/r,5,0.5,0,8266564,OpenTable
day in day out/r,1,-0.5,0,699695,OpenTable
day in day out/r,2,-0.25,0,2507147,OpenTable
day in day out/r,3,0,0,4207700,OpenTable
day in day out/r,4,0.25,0,7789649,OpenTable
day in day out/r,5,0.5,1,8266564,OpenTable
day-old/a,1,-0.5,2,699695,OpenTable
day-old/a,2,-0.25,3,2507147,OpenTable
day-old/a,3,0,0,4207700,OpenTable
day-old/a,4,0.25,2,7789649,OpenTable
day-old/a,5,0.5,0,8266564,OpenTable
day-to-day/a,1,-0.5,0,699695,OpenTable
day-to-day/a,2,-0.25,0,2507147,OpenTable
day-to-day/a,3,0,1,4207700,OpenTable
day-to-day/a,4,0.25,3,7789649,OpenTable
day-to-day/a,5,0.5,2,8266564,OpenTable
dazed/a,1,-0.5,0,699695,OpenTable
dazed/a,2,-0.25,0,2507147,OpenTable
dazed/a,3,0,2,4207700,OpenTable
dazed/a,4,0.25,0,7789649,OpenTable
dazed/a,5,0.5,0,8266564,OpenTable
dazzling/a,1,-0.5,0,699695,OpenTable
dazzling/a,2,-0.25,0,2507147,OpenTable
dazzling/a,3,0,1,4207700,OpenTable
dazzling/a,4,0.25,10,7789649,OpenTable
dazzling/a,5,0.5,11,8266564,OpenTable
dazzlingly/r,1,-0.5,0,699695,OpenTable
dazzlingly/r,2,-0.25,0,2507147,OpenTable
dazzlingly/r,3,0,0,4207700,OpenTable
dazzlingly/r,4,0.25,0,7789649,OpenTable
dazzlingly/r,5,0.5,2,8266564,OpenTable
de facto/a,1,-0.5,0,699695,OpenTable
de facto/a,2,-0.25,1,2507147,OpenTable
de facto/a,3,0,0,4207700,OpenTable
de facto/a,4,0.25,1,7789649,OpenTable
de facto/a,5,0.5,0,8266564,OpenTable
de facto/r,1,-0.5,0,699695,OpenTable
de facto/r,2,-0.25,1,2507147,OpenTable
de facto/r,3,0,0,4207700,OpenTable
de facto/r,4,0.25,1,7789649,OpenTable
de facto/r,5,0.5,0,8266564,OpenTable
de luxe/a,1,-0.5,0,699695,OpenTable
de luxe/a,2,-0.25,0,2507147,OpenTable
de luxe/a,3,0,0,4207700,OpenTable
de luxe/a,4,0.25,0,7789649,OpenTable
de luxe/a,5,0.5,1,8266564,OpenTable
de rigueur/a,1,-0.5,0,699695,OpenTable
de rigueur/a,2,-0.25,0,2507147,OpenTable
de rigueur/a,3,0,0,4207700,OpenTable
de rigueur/a,4,0.25,1,7789649,OpenTable
de rigueur/a,5,0.5,0,8266564,OpenTable
dead-on/a,1,-0.5,0,699695,OpenTable
dead-on/a,2,-0.25,1,2507147,OpenTable
dead-on/a,3,0,1,4207700,OpenTable
dead-on/a,4,0.25,4,7789649,OpenTable
dead-on/a,5,0.5,8,8266564,OpenTable
dead/a,1,-0.5,16,699695,OpenTable
dead/a,2,-0.25,58,2507147,OpenTable
dead/a,3,0,89,4207700,OpenTable
dead/a,4,0.25,77,7789649,OpenTable
dead/a,5,0.5,57,8266564,OpenTable
deadly/a,1,-0.5,0,699695,OpenTable
deadly/a,2,-0.25,1,2507147,OpenTable
deadly/a,3,0,2,4207700,OpenTable
deadly/a,4,0.25,3,7789649,OpenTable
deadly/a,5,0.5,3,8266564,OpenTable
deadly/r,1,-0.5,1,699695,OpenTable
deadly/r,2,-0.25,0,2507147,OpenTable
deadly/r,3,0,0,4207700,OpenTable
deadly/r,4,0.25,0,7789649,OpenTable
deadly/r,5,0.5,0,8266564,OpenTable
deadpan/a,1,-0.5,0,699695,OpenTable
deadpan/a,2,-0.25,0,2507147,OpenTable
deadpan/a,3,0,1,4207700,OpenTable
deadpan/a,4,0.25,1,7789649,OpenTable
deadpan/a,5,0.5,0,8266564,OpenTable
deaf/a,1,-0.5,1,699695,OpenTable
deaf/a,2,-0.25,8,2507147,OpenTable
deaf/a,3,0,14,4207700,OpenTable
deaf/a,4,0.25,13,7789649,OpenTable
deaf/a,5,0.5,5,8266564,OpenTable
deafening/a,1,-0.5,2,699695,OpenTable
deafening/a,2,-0.25,0,2507147,OpenTable
deafening/a,3,0,2,4207700,OpenTable
deafening/a,4,0.25,4,7789649,OpenTable
deafening/a,5,0.5,1,8266564,OpenTable
dear/r,1,-0.5,3,699695,OpenTable
dear/r,2,-0.25,10,2507147,OpenTable
dear/r,3,0,20,4207700,OpenTable
dear/r,4,0.25,30,7789649,OpenTable
dear/r,5,0.5,87,8266564,OpenTable
dearly/r,1,-0.5,0,699695,OpenTable
dearly/r,2,-0.25,1,2507147,OpenTable
dearly/r,3,0,2,4207700,OpenTable
dearly/r,4,0.25,3,7789649,OpenTable
dearly/r,5,0.5,4,8266564,OpenTable
deathly/r,1,-0.5,0,699695,OpenTable
deathly/r,2,-0.25,3,2507147,OpenTable
deathly/r,3,0,1,4207700,OpenTable
deathly/r,4,0.25,0,7789649,OpenTable
deathly/r,5,0.5,1,8266564,OpenTable
debatable/a,1,-0.5,0,699695,OpenTable
debatable/a,2,-0.25,1,2507147,OpenTable
debatable/a,3,0,0,4207700,OpenTable
debatable/a,4,0.25,0,7789649,OpenTable
debatable/a,5,0.5,0,8266564,OpenTable
debauched/a,1,-0.5,0,699695,OpenTable
debauched/a,2,-0.25,1,2507147,OpenTable
debauched/a,3,0,0,4207700,OpenTable
debauched/a,4,0.25,0,7789649,OpenTable
debauched/a,5,0.5,0,8266564,OpenTable
decadent/a,1,-0.5,0,699695,OpenTable
decadent/a,2,-0.25,6,2507147,OpenTable
decadent/a,3,0,32,4207700,OpenTable
decadent/a,4,0.25,141,7789649,OpenTable
decadent/a,5,0.5,214,8266564,OpenTable
deceased/a,1,-0.5,0,699695,OpenTable
deceased/a,2,-0.25,0,2507147,OpenTable
deceased/a,3,0,0,4207700,OpenTable
deceased/a,4,0.25,0,7789649,OpenTable
deceased/a,5,0.5,2,8266564,OpenTable
deceitful/a,1,-0.5,1,699695,OpenTable
deceitful/a,2,-0.25,0,2507147,OpenTable
deceitful/a,3,0,2,4207700,OpenTable
deceitful/a,4,0.25,1,7789649,OpenTable
deceitful/a,5,0.5,0,8266564,OpenTable
deceivingly/r,1,-0.5,0,699695,OpenTable
deceivingly/r,2,-0.25,0,2507147,OpenTable
deceivingly/r,3,0,1,4207700,OpenTable
deceivingly/r,4,0.25,1,7789649,OpenTable
deceivingly/r,5,0.5,1,8266564,OpenTable
decent/a,1,-0.5,146,699695,OpenTable
decent/a,2,-0.25,812,2507147,OpenTable
decent/a,3,0,1543,4207700,OpenTable
decent/a,4,0.25,1116,7789649,OpenTable
decent/a,5,0.5,340,8266564,OpenTable
decently/r,1,-0.5,1,699695,OpenTable
decently/r,2,-0.25,6,2507147,OpenTable
decently/r,3,0,20,4207700,OpenTable
decently/r,4,0.25,21,7789649,OpenTable
decently/r,5,0.5,15,8266564,OpenTable
deceptive/a,1,-0.5,4,699695,OpenTable
deceptive/a,2,-0.25,11,2507147,OpenTable
deceptive/a,3,0,6,4207700,OpenTable
deceptive/a,4,0.25,10,7789649,OpenTable
deceptive/a,5,0.5,5,8266564,OpenTable
deceptively/r,1,-0.5,0,699695,OpenTable
deceptively/r,2,-0.25,0,2507147,OpenTable
deceptively/r,3,0,3,4207700,OpenTable
deceptively/r,4,0.25,14,7789649,OpenTable
deceptively/r,5,0.5,13,8266564,OpenTable
decidedly/r,1,-0.5,3,699695,OpenTable
decidedly/r,2,-0.25,28,2507147,OpenTable
decidedly/r,3,0,18,4207700,OpenTable
decidedly/r,4,0.25,23,7789649,OpenTable
decidedly/r,5,0.5,18,8266564,OpenTable
deciduous/a,1,-0.5,0,699695,OpenTable
deciduous/a,2,-0.25,0,2507147,OpenTable
deciduous/a,3,0,0,4207700,OpenTable
deciduous/a,4,0.25,1,7789649,OpenTable
deciduous/a,5,0.5,0,8266564,OpenTable
decimal/a,1,-0.5,0,699695,OpenTable
decimal/a,2,-0.25,0,2507147,OpenTable
decimal/a,3,0,0,4207700,OpenTable
decimal/a,4,0.25,1,7789649,OpenTable
decimal/a,5,0.5,0,8266564,OpenTable
decipherable/a,1,-0.5,0,699695,OpenTable
decipherable/a,2,-0.25,0,2507147,OpenTable
decipherable/a,3,0,0,4207700,OpenTable
decipherable/a,4,0.25,0,7789649,OpenTable
decipherable/a,5,0.5,1,8266564,OpenTable
decisive/a,1,-0.5,0,699695,OpenTable
decisive/a,2,-0.25,0,2507147,OpenTable
decisive/a,3,0,1,4207700,OpenTable
decisive/a,4,0.25,1,7789649,OpenTable
decisive/a,5,0.5,2,8266564,OpenTable
decorated/a,1,-0.5,0,699695,OpenTable
decorated/a,2,-0.25,0,2507147,OpenTable
decorated/a,3,0,0,4207700,OpenTable
decorated/a,4,0.25,1,7789649,OpenTable
decorated/a,5,0.5,3,8266564,OpenTable
decorative/a,1,-0.5,0,699695,OpenTable
decorative/a,2,-0.25,3,2507147,OpenTable
decorative/a,3,0,9,4207700,OpenTable
decorative/a,4,0.25,20,7789649,OpenTable
decorative/a,5,0.5,17,8266564,OpenTable
decoratively/r,1,-0.5,0,699695,OpenTable
decoratively/r,2,-0.25,1,2507147,OpenTable
decoratively/r,3,0,1,4207700,OpenTable
decoratively/r,4,0.25,4,7789649,OpenTable
decoratively/r,5,0.5,0,8266564,OpenTable
decorous/a,1,-0.5,0,699695,OpenTable
decorous/a,2,-0.25,0,2507147,OpenTable
decorous/a,3,0,0,4207700,OpenTable
decorous/a,4,0.25,0,7789649,OpenTable
decorous/a,5,0.5,1,8266564,OpenTable
decorously/r,1,-0.5,0,699695,OpenTable
decorously/r,2,-0.25,0,2507147,OpenTable
decorously/r,3,0,0,4207700,OpenTable
decorously/r,4,0.25,0,7789649,OpenTable
decorously/r,5,0.5,1,8266564,OpenTable
dedicated/a,1,-0.5,0,699695,OpenTable
dedicated/a,2,-0.25,6,2507147,OpenTable
dedicated/a,3,0,16,4207700,OpenTable
dedicated/a,4,0.25,14,7789649,OpenTable
dedicated/a,5,0.5,24,8266564,OpenTable
deep down/r,1,-0.5,0,699695,OpenTable
deep down/r,2,-0.25,0,2507147,OpenTable
deep down/r,3,0,0,4207700,OpenTable
deep down/r,4,0.25,1,7789649,OpenTable
deep down/r,5,0.5,0,8266564,OpenTable
deep in thought/a,1,-0.5,0,699695,OpenTable
deep in thought/a,2,-0.25,0,2507147,OpenTable
deep in thought/a,3,0,0,4207700,OpenTable
deep in thought/a,4,0.25,0,7789649,OpenTable
deep in thought/a,5,0.5,1,8266564,OpenTable
deep-fried/a,1,-0.5,2,699695,OpenTable
deep-fried/a,2,-0.25,8,2507147,OpenTable
deep-fried/a,3,0,15,4207700,OpenTable
deep-fried/a,4,0.25,16,7789649,OpenTable
deep-fried/a,5,0.5,4,8266564,OpenTable
deep/a,1,-0.5,22,699695,OpenTable
deep/a,2,-0.25,97,2507147,OpenTable
deep/a,3,0,135,4207700,OpenTable
deep/a,4,0.25,208,7789649,OpenTable
deep/a,5,0.5,168,8266564,OpenTable
deep/r,1,-0.5,1,699695,OpenTable
deep/r,2,-0.25,3,2507147,OpenTable
deep/r,3,0,5,4207700,OpenTable
deep/r,4,0.25,5,7789649,OpenTable
deep/r,5,0.5,6,8266564,OpenTable
deeply/r,1,-0.5,4,699695,OpenTable
deeply/r,2,-0.25,13,2507147,OpenTable
deeply/r,3,0,14,4207700,OpenTable
deeply/r,4,0.25,19,7789649,OpenTable
deeply/r,5,0.5,34,8266564,OpenTable
defendable/a,1,-0.5,0,699695,OpenTable
defendable/a,2,-0.25,0,2507147,OpenTable
defendable/a,3,0,0,4207700,OpenTable
defendable/a,4,0.25,0,7789649,OpenTable
defendable/a,5,0.5,1,8266564,OpenTable
defensible/a,1,-0.5,0,699695,OpenTable
defensible/a,2,-0.25,0,2507147,OpenTable
defensible/a,3,0,0,4207700,OpenTable
defensible/a,4,0.25,1,7789649,OpenTable
defensible/a,5,0.5,0,8266564,OpenTable
defensive/a,1,-0.5,8,699695,OpenTable
defensive/a,2,-0.25,12,2507147,OpenTable
defensive/a,3,0,6,4207700,OpenTable
defensive/a,4,0.25,2,7789649,OpenTable
defensive/a,5,0.5,0,8266564,OpenTable
defensively/r,1,-0.5,0,699695,OpenTable
defensively/r,2,-0.25,1,2507147,OpenTable
defensively/r,3,0,0,4207700,OpenTable
defensively/r,4,0.25,0,7789649,OpenTable
defensively/r,5,0.5,0,8266564,OpenTable
deferential/a,1,-0.5,0,699695,OpenTable
deferential/a,2,-0.25,0,2507147,OpenTable
deferential/a,3,0,0,4207700,OpenTable
deferential/a,4,0.25,3,7789649,OpenTable
deferential/a,5,0.5,1,8266564,OpenTable
deferentially/r,1,-0.5,0,699695,OpenTable
deferentially/r,2,-0.25,0,2507147,OpenTable
deferentially/r,3,0,0,4207700,OpenTable
deferentially/r,4,0.25,0,7789649,OpenTable
deferentially/r,5,0.5,1,8266564,OpenTable
defiantly/r,1,-0.5,0,699695,OpenTable
defiantly/r,2,-0.25,5,2507147,OpenTable
defiantly/r,3,0,9,4207700,OpenTable
defiantly/r,4,0.25,40,7789649,OpenTable
defiantly/r,5,0.5,92,8266564,OpenTable
deficient/a,1,-0.5,0,699695,OpenTable
deficient/a,2,-0.25,3,2507147,OpenTable
deficient/a,3,0,6,4207700,OpenTable
deficient/a,4,0.25,4,7789649,OpenTable
deficient/a,5,0.5,0,8266564,OpenTable
definable/a,1,-0.5,0,699695,OpenTable
definable/a,2,-0.25,0,2507147,OpenTable
definable/a,3,0,1,4207700,OpenTable
definable/a,4,0.25,0,7789649,OpenTable
definable/a,5,0.5,0,8266564,OpenTable
definite/a,1,-0.5,5,699695,OpenTable
definite/a,2,-0.25,21,2507147,OpenTable
definite/a,3,0,79,4207700,OpenTable
definite/a,4,0.25,249,7789649,OpenTable
definite/a,5,0.5,343,8266564,OpenTable
definitely/r,1,-0.5,279,699695,OpenTable
definitely/r,2,-0.25,1061,2507147,OpenTable
definitely/r,3,0,2659,4207700,OpenTable
definitely/r,4,0.25,14424,7789649,OpenTable
definitely/r,5,0.5,17256,8266564,OpenTable
definitive/a,1,-0.5,1,699695,OpenTable
definitive/a,2,-0.25,0,2507147,OpenTable
definitive/a,3,0,2,4207700,OpenTable
definitive/a,4,0.25,2,7789649,OpenTable
definitive/a,5,0.5,3,8266564,OpenTable
deflated/a,1,-0.5,0,699695,OpenTable
deflated/a,2,-0.25,0,2507147,OpenTable
deflated/a,3,0,2,4207700,OpenTable
deflated/a,4,0.25,0,7789649,OpenTable
deflated/a,5,0.5,0,8266564,OpenTable
deflective/a,1,-0.5,0,699695,OpenTable
deflective/a,2,-0.25,0,2507147,OpenTable
deflective/a,3,0,0,4207700,OpenTable
deflective/a,4,0.25,1,7789649,OpenTable
deflective/a,5,0.5,0,8266564,OpenTable
deft/a,1,-0.5,1,699695,OpenTable
deft/a,2,-0.25,0,2507147,OpenTable
deft/a,3,0,1,4207700,OpenTable
deft/a,4,0.25,1,7789649,OpenTable
deft/a,5,0.5,1,8266564,OpenTable
deftly/r,1,-0.5,0,699695,OpenTable
deftly/r,2,-0.25,0,2507147,OpenTable
deftly/r,3,0,2,4207700,OpenTable
deftly/r,4,0.25,5,7789649,OpenTable
deftly/r,5,0.5,8,8266564,OpenTable
defunct/a,1,-0.5,0,699695,OpenTable
defunct/a,2,-0.25,0,2507147,OpenTable
defunct/a,3,0,0,4207700,OpenTable
defunct/a,4,0.25,2,7789649,OpenTable
defunct/a,5,0.5,1,8266564,OpenTable
degraded/a,1,-0.5,3,699695,OpenTable
degraded/a,2,-0.25,5,2507147,OpenTable
degraded/a,3,0,6,4207700,OpenTable
degraded/a,4,0.25,1,7789649,OpenTable
degraded/a,5,0.5,0,8266564,OpenTable
dehydrated/a,1,-0.5,0,699695,OpenTable
dehydrated/a,2,-0.25,0,2507147,OpenTable
dehydrated/a,3,0,0,4207700,OpenTable
dehydrated/a,4,0.25,1,7789649,OpenTable
dehydrated/a,5,0.5,0,8266564,OpenTable
dejected/a,1,-0.5,0,699695,OpenTable
dejected/a,2,-0.25,1,2507147,OpenTable
dejected/a,3,0,0,4207700,OpenTable
dejected/a,4,0.25,0,7789649,OpenTable
dejected/a,5,0.5,0,8266564,OpenTable
delayed/a,1,-0.5,0,699695,OpenTable
delayed/a,2,-0.25,2,2507147,OpenTable
delayed/a,3,0,3,4207700,OpenTable
delayed/a,4,0.25,7,7789649,OpenTable
delayed/a,5,0.5,5,8266564,OpenTable
delectable/a,1,-0.5,5,699695,OpenTable
delectable/a,2,-0.25,8,2507147,OpenTable
delectable/a,3,0,46,4207700,OpenTable
delectable/a,4,0.25,245,7789649,OpenTable
delectable/a,5,0.5,527,8266564,OpenTable
deleterious/a,1,-0.5,0,699695,OpenTable
deleterious/a,2,-0.25,0,2507147,OpenTable
deleterious/a,3,0,0,4207700,OpenTable
deleterious/a,4,0.25,0,7789649,OpenTable
deleterious/a,5,0.5,1,8266564,OpenTable
deliberate/a,1,-0.5,0,699695,OpenTable
deliberate/a,2,-0.25,1,2507147,OpenTable
deliberate/a,3,0,1,4207700,OpenTable
deliberate/a,4,0.25,7,7789649,OpenTable
deliberate/a,5,0.5,10,8266564,OpenTable
deliberately/r,1,-0.5,2,699695,OpenTable
deliberately/r,2,-0.25,4,2507147,OpenTable
deliberately/r,3,0,6,4207700,OpenTable
deliberately/r,4,0.25,11,7789649,OpenTable
deliberately/r,5,0.5,4,8266564,OpenTable
delicate/a,1,-0.5,5,699695,OpenTable
delicate/a,2,-0.25,51,2507147,OpenTable
delicate/a,3,0,76,4207700,OpenTable
delicate/a,4,0.25,235,7789649,OpenTable
delicate/a,5,0.5,287,8266564,OpenTable
delicately/r,1,-0.5,1,699695,OpenTable
delicately/r,2,-0.25,5,2507147,OpenTable
delicately/r,3,0,8,4207700,OpenTable
delicately/r,4,0.25,37,7789649,OpenTable
delicately/r,5,0.5,88,8266564,OpenTable
delicious/a,1,-0.5,154,699695,OpenTable
delicious/a,2,-0.25,930,2507147,OpenTable
delicious/a,3,0,4056,4207700,OpenTable
delicious/a,4,0.25,17905,7789649,OpenTable
delicious/a,5,0.5,21522,8266564,OpenTable
deliciously/r,1,-0.5,2,699695,OpenTable
deliciously/r,2,-0.25,3,2507147,OpenTable
deliciously/r,3,0,24,4207700,OpenTable
deliciously/r,4,0.25,114,7789649,OpenTable
deliciously/r,5,0.5,201,8266564,OpenTable
delighted/a,1,-0.5,4,699695,OpenTable
delighted/a,2,-0.25,7,2507147,OpenTable
delighted/a,3,0,30,4207700,OpenTable
delighted/a,4,0.25,305,7789649,OpenTable
delighted/a,5,0.5,562,8266564,OpenTable
delightful/a,1,-0.5,23,699695,OpenTable
delightful/a,2,-0.25,78,2507147,OpenTable
delightful/a,3,0,242,4207700,OpenTable
delightful/a,4,0.25,1654,7789649,OpenTable
delightful/a,5,0.5,2523,8266564,OpenTable
delightfully/r,1,-0.5,0,699695,OpenTable
delightfully/r,2,-0.25,3,2507147,OpenTable
delightfully/r,3,0,13,4207700,OpenTable
delightfully/r,4,0.25,87,7789649,OpenTable
delightfully/r,5,0.5,93,8266564,OpenTable
delineated/a,1,-0.5,0,699695,OpenTable
delineated/a,2,-0.25,0,2507147,OpenTable
delineated/a,3,0,1,4207700,OpenTable
delineated/a,4,0.25,0,7789649,OpenTable
delineated/a,5,0.5,0,8266564,OpenTable
delirious/a,1,-0.5,1,699695,OpenTable
delirious/a,2,-0.25,0,2507147,OpenTable
delirious/a,3,0,0,4207700,OpenTable
delirious/a,4,0.25,0,7789649,OpenTable
delirious/a,5,0.5,1,8266564,OpenTable
deliriously/r,1,-0.5,0,699695,OpenTable
deliriously/r,2,-0.25,0,2507147,OpenTable
deliriously/r,3,0,0,4207700,OpenTable
deliriously/r,4,0.25,0,7789649,OpenTable
deliriously/r,5,0.5,3,8266564,OpenTable
deliverable/a,1,-0.5,0,699695,OpenTable
deliverable/a,2,-0.25,0,2507147,OpenTable
deliverable/a,3,0,1,4207700,OpenTable
deliverable/a,4,0.25,0,7789649,OpenTable
deliverable/a,5,0.5,0,8266564,OpenTable
delusional/a,1,-0.5,0,699695,OpenTable
delusional/a,2,-0.25,0,2507147,OpenTable
delusional/a,3,0,1,4207700,OpenTable
delusional/a,4,0.25,0,7789649,OpenTable
delusional/a,5,0.5,0,8266564,OpenTable
deluxe/a,1,-0.5,0,699695,OpenTable
deluxe/a,2,-0.25,2,2507147,OpenTable
deluxe/a,3,0,3,4207700,OpenTable
deluxe/a,4,0.25,8,7789649,OpenTable
deluxe/a,5,0.5,12,8266564,OpenTable
demeaning/a,1,-0.5,0,699695,OpenTable
demeaning/a,2,-0.25,3,2507147,OpenTable
demeaning/a,3,0,1,4207700,OpenTable
demeaning/a,4,0.25,1,7789649,OpenTable
demeaning/a,5,0.5,0,8266564,OpenTable
democratic/a,1,-0.5,0,699695,OpenTable
democratic/a,2,-0.25,0,2507147,OpenTable
democratic/a,3,0,0,4207700,OpenTable
democratic/a,4,0.25,1,7789649,OpenTable
democratic/a,5,0.5,0,8266564,OpenTable
demographic/a,1,-0.5,0,699695,OpenTable
demographic/a,2,-0.25,5,2507147,OpenTable
demographic/a,3,0,8,4207700,OpenTable
demographic/a,4,0.25,9,7789649,OpenTable
demographic/a,5,0.5,4,8266564,OpenTable
demonstrably/r,1,-0.5,0,699695,OpenTable
demonstrably/r,2,-0.25,1,2507147,OpenTable
demonstrably/r,3,0,1,4207700,OpenTable
demonstrably/r,4,0.25,0,7789649,OpenTable
demonstrably/r,5,0.5,0,8266564,OpenTable
demonstratively/r,1,-0.5,0,699695,OpenTable
demonstratively/r,2,-0.25,1,2507147,OpenTable
demonstratively/r,3,0,0,4207700,OpenTable
demonstratively/r,4,0.25,0,7789649,OpenTable
demonstratively/r,5,0.5,0,8266564,OpenTable
demure/a,1,-0.5,0,699695,OpenTable
demure/a,2,-0.25,0,2507147,OpenTable
