,word,score
1432,effigy,-1
1433,effrontery,-1
1434,egocentric,-1
1435,egomania,-1
1436,egotism,-1
1437,egotistical,-1
1438,egotistically,-1
1439,egregious,-1
1440,egregiously,-1
1441,election-rigger,-1
1442,elimination,-1
1443,emaciated,-1
1444,emasculate,-1
1445,embarrass,-1
1446,embarrassing,-1
1447,embarrassingly,-1
1448,embarrassment,-1
1449,embattled,-1
1450,embroil,-1
1451,embroiled,-1
1452,embroilment,-1
1453,emergency,-1
1454,emphatic,-1
1455,emphatically,-1
1456,emptiness,-1
1457,encroach,-1
1458,encroachment,-1
1459,endanger,-1
1460,enemies,-1
1461,enemy,-1
1462,enervate,-1
1463,enfeeble,-1
1464,enflame,-1
1465,engulf,-1
1466,enjoin,-1
1467,enmity,-1
1468,enrage,-1
1469,enraged,-1
1470,enraging,-1
1471,enslave,-1
1472,entangle,-1
1473,entanglement,-1
1474,entrap,-1
1475,entrapment,-1
1476,envious,-1
1477,enviously,-1
1478,enviousness,-1
1479,epidemic,-1
1480,equivocal,-1
1481,erase,-1
1482,erode,-1
1483,erodes,-1
1484,erosion,-1
1485,err,-1
1486,errant,-1
1487,erratic,-1
1488,erratically,-1
1489,erroneous,-1
1490,erroneously,-1
1491,error,-1
1492,errors,-1
1493,eruptions,-1
1494,escapade,-1
1495,eschew,-1
1496,estranged,-1
1497,evade,-1
1498,evasion,-1
1499,evasive,-1
1500,evil,-1
1501,evildoer,-1
1502,evils,-1
1503,eviscerate,-1
1504,exacerbate,-1
1505,exagerate,-1
1506,exagerated,-1
1507,exagerates,-1
1508,exaggerate,-1
1509,exaggeration,-1
1510,exasperate,-1
1511,exasperated,-1
1512,exasperating,-1
1513,exasperatingly,-1
1514,exasperation,-1
1515,excessive,-1
1516,excessively,-1
1517,exclusion,-1
1518,excoriate,-1
1519,excruciating,-1
1520,excruciatingly,-1
1521,excuse,-1
1522,excuses,-1
1523,execrate,-1
1524,exhaust,-1
1525,exhausted,-1
1526,exhaustion,-1
1527,exhausts,-1
1528,exhorbitant,-1
1529,exhort,-1
1530,exile,-1
1531,exorbitant,-1
1532,exorbitantance,-1
1533,exorbitantly,-1
1534,expel,-1
1535,expensive,-1
1536,expire,-1
1537,expired,-1
1538,explode,-1
1539,exploit,-1
1540,exploitation,-1
1541,explosive,-1
1542,expropriate,-1
1543,expropriation,-1
1544,expulse,-1
1545,expunge,-1
1546,exterminate,-1
1547,extermination,-1
1548,extinguish,-1
1549,extort,-1
1550,extortion,-1
1551,extraneous,-1
1552,extravagance,-1
1553,extravagant,-1
1554,extravagantly,-1
1555,extremism,-1
1556,extremist,-1
1557,extremists,-1
1558,eyesore,-1
1559,f**k,-1
1560,fabricate,-1
1561,fabrication,-1
1562,facetious,-1
1563,facetiously,-1
1564,fail,-1
1565,failed,-1
1566,failing,-1
1567,fails,-1
1568,failure,-1
1569,failures,-1
1570,faint,-1
1571,fainthearted,-1
1572,faithless,-1
1573,fake,-1
1574,fall,-1
1575,fallacies,-1
1576,fallacious,-1
1577,fallaciously,-1
1578,fallaciousness,-1
1579,fallacy,-1
1580,fallen,-1
1581,falling,-1
1582,fallout,-1
1583,falls,-1
1584,FALSE,-1
1585,falsehood,-1
1586,falsely,-1
1587,falsify,-1
1588,falter,-1
1589,faltered,-1
1590,famine,-1
1591,famished,-1
1592,fanatic,-1
1593,fanatical,-1
1594,fanatically,-1
1595,fanaticism,-1
1596,fanatics,-1
1597,fanciful,-1
1598,far-fetched,-1
1599,farce,-1
1600,farcical,-1
1601,farcical-yet-provocative,-1
1602,farcically,-1
1603,farfetched,-1
1604,fascism,-1
1605,fascist,-1
1606,fastidious,-1
1607,fastidiously,-1
1608,fastuous,-1
1609,fat,-1
1610,fat-cat,-1
1611,fat-cats,-1
1612,fatal,-1
1613,fatalistic,-1
1614,fatalistically,-1
1615,fatally,-1
1616,fatcat,-1
1617,fatcats,-1
1618,fateful,-1
1619,fatefully,-1
1620,fathomless,-1
1621,fatigue,-1
1622,fatigued,-1
1623,fatique,-1
1624,fatty,-1
1625,fatuity,-1
1626,fatuous,-1
1627,fatuously,-1
1628,fault,-1
1629,faults,-1
1630,faulty,-1
1631,fawningly,-1
1632,faze,-1
1633,fear,-1
1634,fearful,-1
1635,fearfully,-1
1636,fears,-1
1637,fearsome,-1
1638,feckless,-1
1639,feeble,-1
1640,feeblely,-1
1641,feebleminded,-1
1642,feign,-1
1643,feint,-1
1644,fell,-1
1645,felon,-1
1646,felonious,-1
1647,ferociously,-1
1648,ferocity,-1
1649,fetid,-1
1650,fever,-1
1651,feverish,-1
1652,fevers,-1
1653,fiasco,-1
1654,fib,-1
1655,fibber,-1
1656,fickle,-1
1657,fiction,-1
1658,fictional,-1
1659,fictitious,-1
1660,fidget,-1
1661,fidgety,-1
1662,fiend,-1
1663,fiendish,-1
1664,fierce,-1
1665,figurehead,-1
1666,filth,-1
1667,filthy,-1
1668,finagle,-1
1669,finicky,-1
1670,fissures,-1
1671,fist,-1
1672,flabbergast,-1
1673,flabbergasted,-1
1674,flagging,-1
1675,flagrant,-1
1676,flagrantly,-1
1677,flair,-1
1678,flairs,-1
1679,flak,-1
1680,flake,-1
1681,flakey,-1
1682,flakieness,-1
1683,flaking,-1
1684,flaky,-1
1685,flare,-1
1686,flares,-1
1687,flareup,-1
1688,flareups,-1
1689,flat-out,-1
1690,flaunt,-1
1691,flaw,-1
1692,flawed,-1
1693,flaws,-1
1694,flee,-1
1695,fleed,-1
1696,fleeing,-1
1697,fleer,-1
1698,flees,-1
1699,fleeting,-1
1700,flicering,-1
1701,flicker,-1
1702,flickering,-1
1703,flickers,-1
1704,flighty,-1
1705,flimflam,-1
1706,flimsy,-1
1707,flirt,-1
1708,flirty,-1
1709,floored,-1
1710,flounder,-1
1711,floundering,-1
1712,flout,-1
1713,fluster,-1
1714,foe,-1
1715,fool,-1
1716,fooled,-1
1717,foolhardy,-1
1718,foolish,-1
1719,foolishly,-1
1720,foolishness,-1
1721,forbid,-1
1722,forbidden,-1
1723,forbidding,-1
1724,forceful,-1
1725,foreboding,-1
1726,forebodingly,-1
1727,forfeit,-1
1728,forged,-1
1729,forgetful,-1
1730,forgetfully,-1
1731,forgetfulness,-1
1732,forlorn,-1
1733,forlornly,-1
1734,forsake,-1
1735,forsaken,-1
1736,forswear,-1
1737,foul,-1
1738,foully,-1
1739,foulness,-1
1740,fractious,-1
1741,fractiously,-1
1742,fracture,-1
1743,fragile,-1
1744,fragmented,-1
1745,frail,-1
1746,frantic,-1
1747,frantically,-1
1748,franticly,-1
1749,fraud,-1
1750,fraudulent,-1
1751,fraught,-1
1752,frazzle,-1
1753,frazzled,-1
1754,freak,-1
1755,freaking,-1
1756,freakish,-1
1757,freakishly,-1
1758,freaks,-1
1759,freeze,-1
1760,freezes,-1
1761,freezing,-1
1762,frenetic,-1
1763,frenetically,-1
1764,frenzied,-1
1765,frenzy,-1
1766,fret,-1
1767,fretful,-1
1768,frets,-1
1769,friction,-1
1770,frictions,-1
1771,fried,-1
1772,friggin,-1
1773,frigging,-1
1774,fright,-1
1775,frighten,-1
1776,frightening,-1
1777,frighteningly,-1
1778,frightful,-1
1779,frightfully,-1
1780,frigid,-1
1781,frost,-1
1782,frown,-1
1783,froze,-1
1784,frozen,-1
1785,fruitless,-1
1786,fruitlessly,-1
1787,frustrate,-1
1788,frustrated,-1
1789,frustrates,-1
1790,frustrating,-1
1791,frustratingly,-1
1792,frustration,-1
1793,frustrations,-1
1794,fuck,-1
1795,fucking,-1
1796,fudge,-1
1797,fugitive,-1
1798,full-blown,-1
1799,fulminate,-1
1800,fumble,-1
1801,fume,-1
1802,fumes,-1
1803,fundamentalism,-1
1804,funky,-1
1805,funnily,-1
1806,funny,-1
1807,furious,-1
1808,furiously,-1
1809,furor,-1
1810,fury,-1
1811,fuss,-1
1812,fussy,-1
1813,fustigate,-1
1814,fusty,-1
1815,futile,-1
1816,futilely,-1
1817,futility,-1
1818,fuzzy,-1
1819,gabble,-1
1820,gaff,-1
1821,gaffe,-1
1822,gainsay,-1
1823,gainsayer,-1
1824,gall,-1
1825,galling,-1
1826,gallingly,-1
1827,galls,-1
1828,gangster,-1
1829,gape,-1
1830,garbage,-1
1831,garish,-1
1832,gasp,-1
1833,gauche,-1
1834,gaudy,-1
1835,gawk,-1
1836,gawky,-1
1837,geezer,-1
1838,genocide,-1
1839,get-rich,-1
1840,ghastly,-1
1841,ghetto,-1
1842,ghosting,-1
1843,gibber,-1
1844,gibberish,-1
1845,gibe,-1
1846,giddy,-1
1847,gimmick,-1
1848,gimmicked,-1
1849,gimmicking,-1
1850,gimmicks,-1
1851,gimmicky,-1
1852,glare,-1
1853,glaringly,-1
1854,glib,-1
1855,glibly,-1
1856,glitch,-1
1857,glitches,-1
1858,gloatingly,-1
1859,gloom,-1
1860,gloomy,-1
1861,glower,-1
1862,glum,-1
1863,glut,-1
1864,gnawing,-1
1865,goad,-1
1866,goading,-1
1867,god-awful,-1
1868,goof,-1
1869,goofy,-1
1870,goon,-1
1871,gossip,-1
1872,graceless,-1
1873,gracelessly,-1
1874,graft,-1
1875,grainy,-1
1876,grapple,-1
1877,grate,-1
1878,grating,-1
1879,gravely,-1
1880,greasy,-1
1881,greed,-1
1882,greedy,-1
1883,grief,-1
1884,grievance,-1
1885,grievances,-1
1886,grieve,-1
1887,grieving,-1
1888,grievous,-1
1889,grievously,-1
1890,grim,-1
1891,grimace,-1
1892,grind,-1
1893,gripe,-1
1894,gripes,-1
1895,grisly,-1
1896,gritty,-1
1897,gross,-1
1898,grossly,-1
1899,grotesque,-1
1900,grouch,-1
1901,grouchy,-1
1902,groundless,-1
1903,grouse,-1
1904,growl,-1
1905,grudge,-1
1906,grudges,-1
1907,grudging,-1
1908,grudgingly,-1
1909,gruesome,-1
1910,gruesomely,-1
1911,gruff,-1
1912,grumble,-1
1913,grumpier,-1
1914,grumpiest,-1
1915,grumpily,-1
1916,grumpish,-1
1917,grumpy,-1
1918,guile,-1
1919,guilt,-1
1920,guiltily,-1
1921,guilty,-1
1922,gullible,-1
1923,gutless,-1
1924,gutter,-1
1925,hack,-1
1926,hacks,-1
1927,haggard,-1
1928,haggle,-1
1929,hairloss,-1
1930,halfhearted,-1
1931,halfheartedly,-1
1932,hallucinate,-1
1933,hallucination,-1
1934,hamper,-1
1935,hampered,-1
1936,handicapped,-1
1937,hang,-1
1938,hangs,-1
1939,haphazard,-1
1940,hapless,-1
1941,harangue,-1
1942,harass,-1
1943,harassed,-1
1944,harasses,-1
1945,harassment,-1
1946,harboring,-1
1947,harbors,-1
1948,hard,-1
1949,hard-hit,-1
1950,hard-line,-1
1951,hard-liner,-1
1952,hardball,-1
1953,harden,-1
1954,hardened,-1
1955,hardheaded,-1
1956,hardhearted,-1
1957,hardliner,-1
1958,hardliners,-1
1959,hardship,-1
1960,hardships,-1
1961,harm,-1
1962,harmed,-1
1963,harmful,-1
1964,harms,-1
1965,harpy,-1
1966,harridan,-1
1967,harried,-1
1968,harrow,-1
1969,harsh,-1
1970,harshly,-1
1971,hasseling,-1
1972,hassle,-1
1973,hassled,-1
1974,hassles,-1
1975,haste,-1
1976,hastily,-1
1977,hasty,-1
1978,hate,-1
1979,hated,-1
1980,hateful,-1
1981,hatefully,-1
1982,hatefulness,-1
1983,hater,-1
1984,haters,-1
1985,hates,-1
1986,hating,-1
1987,hatred,-1
1988,haughtily,-1
1989,haughty,-1
1990,haunt,-1
1991,haunting,-1
1992,havoc,-1
1993,hawkish,-1
1994,haywire,-1
1995,hazard,-1
1996,hazardous,-1
1997,haze,-1
1998,hazy,-1
1999,head-aches,-1
2000,headache,-1
2001,headaches,-1
2002,heartbreaker,-1
2003,heartbreaking,-1
2004,heartbreakingly,-1
2005,heartless,-1
2006,heathen,-1
2007,heavy-handed,-1
2008,heavyhearted,-1
2009,heck,-1
2010,heckle,-1
2011,heckled,-1
2012,heckles,-1
2013,hectic,-1
2014,hedge,-1
2015,hedonistic,-1
2016,heedless,-1
2017,hefty,-1
2018,hegemonism,-1
2019,hegemonistic,-1
2020,hegemony,-1
2021,heinous,-1
2022,hell,-1
2023,hell-bent,-1
2024,hellion,-1
2025,hells,-1
2026,helpless,-1
2027,helplessly,-1
2028,helplessness,-1
2029,heresy,-1
2030,heretic,-1
2031,heretical,-1
2032,hesitant,-1
2033,hestitant,-1
2034,hideous,-1
2035,hideously,-1
2036,hideousness,-1
2037,high-priced,-1
2038,hiliarious,-1
2039,hinder,-1
2040,hindrance,-1
2041,hiss,-1
2042,hissed,-1
2043,hissing,-1
2044,ho-hum,-1
2045,hoard,-1
2046,hoax,-1
2047,hobble,-1
2048,hogs,-1
2049,hollow,-1
2050,hoodium,-1
2051,hoodwink,-1
2052,hooligan,-1
2053,hopeless,-1
2054,hopelessly,-1
2055,hopelessness,-1
2056,horde,-1
2057,horrendous,-1
2058,horrendously,-1
2059,horrible,-1
2060,horrid,-1
2061,horrific,-1
2062,horrified,-1
2063,horrifies,-1
2064,horrify,-1
2065,horrifying,-1
2066,horrifys,-1
2067,hostage,-1
2068,hostile,-1
2069,hostilities,-1
2070,hostility,-1
2071,hotbeds,-1
2072,hothead,-1
2073,hotheaded,-1
2074,hothouse,-1
2075,hubris,-1
2076,huckster,-1
2077,hum,-1
2078,humid,-1
2079,humiliate,-1
2080,humiliating,-1
2081,humiliation,-1
2082,humming,-1
2083,hung,-1
2084,hurt,-1
2085,hurted,-1
2086,hurtful,-1
2087,hurting,-1
2088,hurts,-1
2089,hustler,-1
2090,hype,-1
2091,hypocricy,-1
2092,hypocrisy,-1
2093,hypocrite,-1
2094,hypocrites,-1
2095,hypocritical,-1
2096,hypocritically,-1
2097,hysteria,-1
2098,hysteric,-1
2099,hysterical,-1
2100,hysterically,-1
2101,hysterics,-1
2102,idiocies,-1
2103,idiocy,-1
2104,idiot,-1
2105,idiotic,-1
2106,idiotically,-1
2107,idiots,-1
2108,idle,-1
2109,ignoble,-1
2110,ignominious,-1
2111,ignominiously,-1
2112,ignominy,-1
2113,ignorance,-1
2114,ignorant,-1
2115,ignore,-1
2116,ill-advised,-1
2117,ill-conceived,-1
2118,ill-defined,-1
2119,ill-designed,-1
2120,ill-fated,-1
2121,ill-favored,-1
2122,ill-formed,-1
2123,ill-mannered,-1
2124,ill-natured,-1
2125,ill-sorted,-1
2126,ill-tempered,-1
2127,ill-treated,-1
2128,ill-treatment,-1
2129,ill-usage,-1
2130,ill-used,-1
2131,illegal,-1
2132,illegally,-1
2133,illegitimate,-1
2134,illicit,-1
2135,illiterate,-1
2136,illness,-1
2137,illogic,-1
2138,illogical,-1
2139,illogically,-1
2140,illusion,-1
2141,illusions,-1
2142,illusory,-1
2143,imaginary,-1
2144,imbalance,-1
2145,imbecile,-1
2146,imbroglio,-1
2147,immaterial,-1
2148,immature,-1
2149,imminence,-1
2150,imminently,-1
2151,immobilized,-1
2152,immoderate,-1
2153,immoderately,-1
2154,immodest,-1
2155,immoral,-1
2156,immorality,-1
2157,immorally,-1
2158,immovable,-1
2159,impair,-1
2160,impaired,-1
2161,impasse,-1
2162,impatience,-1
2163,impatient,-1
2164,impatiently,-1
2165,impeach,-1
2166,impedance,-1
2167,impede,-1
2168,impediment,-1
2169,impending,-1
2170,impenitent,-1
2171,imperfect,-1
2172,imperfection,-1
2173,imperfections,-1
2174,imperfectly,-1
2175,imperialist,-1
2176,imperil,-1
2177,imperious,-1
2178,imperiously,-1
2179,impermissible,-1
2180,impersonal,-1
2181,impertinent,-1
2182,impetuous,-1
2183,impetuously,-1
2184,impiety,-1
2185,impinge,-1
2186,impious,-1
2187,implacable,-1
2188,implausible,-1
2189,implausibly,-1
2190,implicate,-1
2191,implication,-1
2192,implode,-1
2193,impolite,-1
2194,impolitely,-1
2195,impolitic,-1
2196,importunate,-1
2197,importune,-1
2198,impose,-1
2199,imposers,-1
2200,imposing,-1
2201,imposition,-1
2202,impossible,-1
2203,impossiblity,-1
2204,impossibly,-1
2205,impotent,-1
2206,impoverish,-1
2207,impoverished,-1
2208,impractical,-1
2209,imprecate,-1
2210,imprecise,-1
2211,imprecisely,-1
2212,imprecision,-1
2213,imprison,-1
2214,imprisonment,-1
2215,improbability,-1
2216,improbable,-1
2217,improbably,-1
2218,improper,-1
2219,improperly,-1
2220,impropriety,-1
2221,imprudence,-1
2222,imprudent,-1
2223,impudence,-1
2224,impudent,-1
2225,impudently,-1
2226,impugn,-1
2227,impulsive,-1
2228,impulsively,-1
2229,impunity,-1
2230,impure,-1
2231,impurity,-1
2232,inability,-1
2233,inaccuracies,-1
2234,inaccuracy,-1
2235,inaccurate,-1
2236,inaccurately,-1
2237,inaction,-1
2238,inactive,-1
2239,inadequacy,-1
2240,inadequate,-1
2241,inadequately,-1
2242,inadverent,-1
2243,inadverently,-1
2244,inadvisable,-1
2245,inadvisably,-1
2246,inane,-1
2247,inanely,-1
2248,inappropriate,-1
2249,inappropriately,-1
2250,inapt,-1
2251,inaptitude,-1
2252,inarticulate,-1
2253,inattentive,-1
2254,inaudible,-1
2255,incapable,-1
2256,incapably,-1
2257,incautious,-1
2258,incendiary,-1
2259,incense,-1
2260,incessant,-1
2261,incessantly,-1
2262,incite,-1
2263,incitement,-1
2264,incivility,-1
2265,inclement,-1
2266,incognizant,-1
2267,incoherence,-1
2268,incoherent,-1
2269,incoherently,-1
2270,incommensurate,-1
2271,incomparable,-1
2272,incomparably,-1
2273,incompatability,-1
2274,incompatibility,-1
2275,incompatible,-1
2276,incompetence,-1
2277,incompetent,-1
2278,incompetently,-1
2279,incomplete,-1
2280,incompliant,-1
2281,incomprehensible,-1
2282,incomprehension,-1
2283,inconceivable,-1
2284,inconceivably,-1
2285,incongruous,-1
2286,incongruously,-1
2287,inconsequent,-1
2288,inconsequential,-1
2289,inconsequentially,-1
2290,inconsequently,-1
2291,inconsiderate,-1
2292,inconsiderately,-1
2293,inconsistence,-1
2294,inconsistencies,-1
2295,inconsistency,-1
2296,inconsistent,-1
2297,inconsolable,-1
2298,inconsolably,-1
2299,inconstant,-1
2300,inconvenience,-1
2301,inconveniently,-1
2302,incorrect,-1
2303,incorrectly,-1
2304,incorrigible,-1
2305,incorrigibly,-1
2306,incredulous,-1
2307,incredulously,-1
2308,inculcate,-1
2309,indecency,-1
2310,indecent,-1
2311,indecently,-1
2312,indecision,-1
2313,indecisive,-1
2314,indecisively,-1
2315,indecorum,-1
2316,indefensible,-1
2317,indelicate,-1
2318,indeterminable,-1
2319,indeterminably,-1
2320,indeterminate,-1
2321,indifference,-1
2322,indifferent,-1
2323,indigent,-1
2324,indignant,-1
2325,indignantly,-1
2326,indignation,-1
2327,indignity,-1
2328,indiscernible,-1
2329,indiscreet,-1
2330,indiscreetly,-1
2331,indiscretion,-1
2332,indiscriminate,-1
2333,indiscriminately,-1
2334,indiscriminating,-1
2335,indistinguishable,-1
2336,indoctrinate,-1
2337,indoctrination,-1
2338,indolent,-1
2339,indulge,-1
2340,ineffective,-1
2341,ineffectively,-1
2342,ineffectiveness,-1
2343,ineffectual,-1
2344,ineffectually,-1
2345,ineffectualness,-1
2346,inefficacious,-1
2347,inefficacy,-1
2348,inefficiency,-1
2349,inefficient,-1
2350,inefficiently,-1
2351,inelegance,-1
2352,inelegant,-1
2353,ineligible,-1
2354,ineloquent,-1
2355,ineloquently,-1
2356,inept,-1
2357,ineptitude,-1
2358,ineptly,-1
2359,inequalities,-1
2360,inequality,-1
2361,inequitable,-1
2362,inequitably,-1
2363,inequities,-1
2364,inescapable,-1
2365,inescapably,-1
2366,inessential,-1
2367,inevitable,-1
2368,inevitably,-1
2369,inexcusable,-1
2370,inexcusably,-1
2371,inexorable,-1
2372,inexorably,-1
2373,inexperience,-1
2374,inexperienced,-1
2375,inexpert,-1
2376,inexpertly,-1
2377,inexpiable,-1
2378,inexplainable,-1
2379,inextricable,-1
2380,inextricably,-1
2381,infamous,-1
2382,infamously,-1
2383,infamy,-1
2384,infected,-1
2385,infection,-1
2386,infections,-1
2387,inferior,-1
2388,inferiority,-1
2389,infernal,-1
2390,infest,-1
2391,infested,-1
2392,infidel,-1
2393,infidels,-1
2394,infiltrator,-1
2395,infiltrators,-1
2396,infirm,-1
2397,inflame,-1
2398,inflammation,-1
2399,inflammatory,-1
2400,inflammed,-1
2401,inflated,-1
2402,inflationary,-1
2403,inflexible,-1
2404,inflict,-1
2405,infraction,-1
2406,infringe,-1
2407,infringement,-1
2408,infringements,-1
2409,infuriate,-1
2410,infuriated,-1
2411,infuriating,-1
2412,infuriatingly,-1
2413,inglorious,-1
2414,ingrate,-1
2415,ingratitude,-1
2416,inhibit,-1
2417,inhibition,-1
2418,inhospitable,-1
2419,inhospitality,-1
2420,inhuman,-1
2421,inhumane,-1
2422,inhumanity,-1
2423,inimical,-1
2424,inimically,-1
2425,iniquitous,-1
2426,iniquity,-1
2427,injudicious,-1
2428,injure,-1
2429,injurious,-1
2430,injury,-1
2431,injustice,-1
2432,injustices,-1
2433,innuendo,-1
2434,inoperable,-1
2435,inopportune,-1
2436,inordinate,-1
2437,inordinately,-1
2438,insane,-1
2439,insanely,-1
2440,insanity,-1
2441,insatiable,-1
2442,insecure,-1
2443,insecurity,-1
2444,insensible,-1
2445,insensitive,-1
2446,insensitively,-1
2447,insensitivity,-1
2448,insidious,-1
2449,insidiously,-1
2450,insignificance,-1
2451,insignificant,-1
2452,insignificantly,-1
2453,insincere,-1
2454,insincerely,-1
2455,insincerity,-1
2456,insinuate,-1
2457,insinuating,-1
2458,insinuation,-1
2459,insociable,-1
2460,insolence,-1
2461,insolent,-1
2462,insolently,-1
2463,insolvent,-1
2464,insouciance,-1
2465,instability,-1
2466,instable,-1
2467,instigate,-1
2468,instigator,-1
2469,instigators,-1
2470,insubordinate,-1
2471,insubstantial,-1
2472,insubstantially,-1
2473,insufferable,-1
2474,insufferably,-1
2475,insufficiency,-1
2476,insufficient,-1
2477,insufficiently,-1
2478,insular,-1
2479,insult,-1
2480,insulted,-1
2481,insulting,-1
2482,insultingly,-1
2483,insults,-1
2484,insupportable,-1
2485,insupportably,-1
2486,insurmountable,-1
2487,insurmountably,-1
2488,insurrection,-1
2489,intefere,-1
2490,inteferes,-1
2491,intense,-1
2492,interfere,-1
2493,interference,-1
2494,interferes,-1
2495,intermittent,-1
2496,interrupt,-1
2497,interruption,-1
2498,interruptions,-1
2499,intimidate,-1
2500,intimidating,-1
2501,intimidatingly,-1
2502,intimidation,-1
2503,intolerable,-1
2504,intolerablely,-1
2505,intolerance,-1
2506,intoxicate,-1
2507,intractable,-1
2508,intransigence,-1
2509,intransigent,-1
2510,intrude,-1
2511,intrusion,-1
2512,intrusive,-1
2513,inundate,-1
2514,inundated,-1
2515,invader,-1
2516,invalid,-1
2517,invalidate,-1
2518,invalidity,-1
2519,invasive,-1
2520,invective,-1
2521,inveigle,-1
2522,invidious,-1
2523,invidiously,-1
2524,invidiousness,-1
2525,invisible,-1
2526,involuntarily,-1
2527,involuntary,-1
2528,irascible,-1
2529,irate,-1
2530,irately,-1
2531,ire,-1
2532,irk,-1
2533,irked,-1
2534,irking,-1
2535,irks,-1
2536,irksome,-1
2537,irksomely,-1
2538,irksomeness,-1
2539,irksomenesses,-1
2540,ironic,-1
2541,ironical,-1
2542,ironically,-1
2543,ironies,-1
2544,irony,-1
2545,irragularity,-1
2546,irrational,-1
2547,irrationalities,-1
2548,irrationality,-1
2549,irrationally,-1
2550,irrationals,-1
2551,irreconcilable,-1
2552,irrecoverable,-1
2553,irrecoverableness,-1
2554,irrecoverablenesses,-1
2555,irrecoverably,-1
2556,irredeemable,-1
2557,irredeemably,-1
2558,irreformable,-1
2559,irregular,-1
2560,irregularity,-1
2561,irrelevance,-1
2562,irrelevant,-1
2563,irreparable,-1
2564,irreplacible,-1
2565,irrepressible,-1
2566,irresolute,-1
2567,irresolvable,-1
2568,irresponsible,-1
2569,irresponsibly,-1
2570,irretating,-1
2571,irretrievable,-1
2572,irreversible,-1
2573,irritable,-1
2574,irritably,-1
2575,irritant,-1
2576,irritate,-1
2577,irritated,-1
2578,irritating,-1
2579,irritation,-1
2580,irritations,-1
2581,isolate,-1
2582,isolated,-1
2583,isolation,-1
2584,issue,-1
2585,issues,-1
2586,itch,-1
2587,itching,-1
2588,itchy,-1
2589,jabber,-1
2590,jaded,-1
2591,jagged,-1
2592,jam,-1
2593,jarring,-1
2594,jaundiced,-1
2595,jealous,-1
2596,jealously,-1
2597,jealousness,-1
2598,jealousy,-1
2599,jeer,-1
2600,jeering,-1
2601,jeeringly,-1
2602,jeers,-1
2603,jeopardize,-1
2604,jeopardy,-1
2605,jerk,-1
2606,jerky,-1
2607,jitter,-1
2608,jitters,-1
2609,jittery,-1
2610,job-killing,-1
2611,jobless,-1
2612,joke,-1
2613,joker,-1
2614,jolt,-1
2615,judder,-1
2616,juddering,-1
2617,judders,-1
2618,jumpy,-1
2619,junk,-1
2620,junky,-1
2621,junkyard,-1
2622,jutter,-1
2623,jutters,-1
2624,kaput,-1
2625,kill,-1
2626,killed,-1
2627,killer,-1
2628,killing,-1
2629,killjoy,-1
2630,kills,-1
2631,knave,-1
2632,knife,-1
2633,knock,-1
2634,knotted,-1
2635,kook,-1
2636,kooky,-1
2637,lack,-1
2638,lackadaisical,-1
2639,lacked,-1
2640,lackey,-1
2641,lackeys,-1
2642,lacking,-1
2643,lackluster,-1
2644,lacks,-1
2645,laconic,-1
2646,lag,-1
2647,lagged,-1
2648,lagging,-1
2649,laggy,-1
2650,lags,-1
2651,laid-off,-1
2652,lambast,-1
2653,lambaste,-1
2654,lame,-1
2655,lame-duck,-1
2656,lament,-1
2657,lamentable,-1
2658,lamentably,-1
2659,languid,-1
2660,languish,-1
2661,languor,-1
2662,languorous,-1
2663,languorously,-1
2664,lanky,-1
2665,lapse,-1
2666,lapsed,-1
2667,lapses,-1
2668,lascivious,-1
2669,last-ditch,-1
2670,latency,-1
2671,laughable,-1
2672,laughably,-1
2673,laughingstock,-1
2674,lawbreaker,-1
2675,lawbreaking,-1
2676,lawless,-1
2677,lawlessness,-1
2678,layoff,-1
2679,layoff-happy,-1
2680,lazy,-1
2681,leak,-1
2682,leakage,-1
2683,leakages,-1
2684,leaking,-1
2685,leaks,-1
2686,leaky,-1
2687,lech,-1
2688,lecher,-1
2689,lecherous,-1
2690,lechery,-1
2691,leech,-1
2692,leer,-1
2693,leery,-1
2694,left-leaning,-1
2695,lemon,-1
2696,lengthy,-1
2697,less-developed,-1
2698,lesser-known,-1
2699,letch,-1
2700,lethal,-1
2701,lethargic,-1
2702,lethargy,-1
2703,lewd,-1
2704,lewdly,-1
2705,lewdness,-1
2706,liability,-1
2707,liable,-1
2708,liar,-1
2709,liars,-1
2710,licentious,-1
2711,licentiously,-1
2712,licentiousness,-1
2713,lie,-1
2714,lied,-1
2715,lier,-1
2716,lies,-1
2717,life-threatening,-1
2718,lifeless,-1
2719,limit,-1
2720,limitation,-1
2721,limitations,-1
2722,limited,-1
2723,limits,-1
2724,limp,-1
2725,listless,-1
2726,litigious,-1
2727,little-known,-1
2728,livid,-1
2729,lividly,-1
2730,loath,-1
2731,loathe,-1
2732,loathing,-1
2733,loathly,-1
2734,loathsome,-1
2735,loathsomely,-1
2736,lone,-1
2737,loneliness,-1
2738,lonely,-1
2739,loner,-1
2740,lonesome,-1
2741,long-time,-1
2742,long-winded,-1
2743,longing,-1
2744,longingly,-1
2745,loophole,-1
2746,loopholes,-1
2747,loose,-1
2748,loot,-1
2749,lorn,-1
2750,lose,-1
2751,loser,-1
2752,losers,-1
2753,loses,-1
2754,losing,-1
2755,loss,-1
2756,losses,-1
2757,lost,-1
2758,loud,-1
2759,louder,-1
2760,lousy,-1
2761,loveless,-1
2762,lovelorn,-1
2763,low-rated,-1
2764,lowly,-1
