,Word,Rating,Category,Count,Total,Corpus,RelativeFrequency,Probabilities
280,85th/a,1,-0.5,1,3419923,Goodreads,2.92404244189e-07,0.452533783437
281,85th/a,2,-0.25,1,3912625,Goodreads,2.55582888726e-07,0.395547923518
282,85th/a,3,0.0,0,6011388,Goodreads,0.0,0.0
283,85th/a,4,0.25,1,10187257,Goodreads,9.81618506336e-08,0.151918293045
284,85th/a,5,0.5,0,16202230,Goodreads,0.0,0.0
285,8th/a,1,-0.5,52,3419923,Goodreads,1.52050206978e-05,0.26771341442
286,8th/a,2,-0.25,36,3912625,Goodreads,9.20098399412e-06,0.162000887078
287,8th/a,3,0.0,86,6011388,Goodreads,1.43061802033e-05,0.251887611707
288,8th/a,4,0.25,105,10187257,Goodreads,1.03069943165e-05,0.181474310079
289,8th/a,5,0.5,126,16202230,Goodreads,7.77670728042e-06,0.136923776715
290,9th/a,1,-0.5,13,3419923,Goodreads,3.80125517446e-06,0.136037521835
291,9th/a,2,-0.25,29,3912625,Goodreads,7.41190377304e-06,0.265253705707
292,9th/a,3,0.0,40,6011388,Goodreads,6.65403730386e-06,0.23813153905
293,9th/a,4,0.25,58,10187257,Goodreads,5.69338733675e-06,0.203752252504
294,9th/a,5,0.5,71,16202230,Goodreads,4.38211283262e-06,0.156824980905
295,a bit/r,1,-0.5,453,3419923,Goodreads,0.000132459122618,0.0681691248489
296,a bit/r,2,-0.25,1766,3912625,Goodreads,0.000451359381489,0.232288825567
297,a bit/r,3,0.0,4496,6011388,Goodreads,0.000747913792954,0.384908398308
298,a bit/r,4,0.25,4577,10187257,Goodreads,0.00044928679035,0.231222181599
299,a bit/r,5,0.5,2626,16202230,Goodreads,0.000162076454908,0.083411469677
300,a couple of/a,1,-0.5,127,3419923,Goodreads,3.7135339012e-05,0.153530983023
301,a couple of/a,2,-0.25,212,3912625,Goodreads,5.41835724098e-05,0.224014573641
302,a couple of/a,3,0.0,347,6011388,Goodreads,5.7723773611e-05,0.238651051588
303,a couple of/a,4,0.25,576,10187257,Goodreads,5.65412259649e-05,0.233761969991
304,a couple of/a,5,0.5,588,16202230,Goodreads,3.62913006419e-05,0.150041421756
305,a few/a,1,-0.5,640,3419923,Goodreads,0.000187138716281,0.168012301694
306,a few/a,2,-0.25,904,3912625,Goodreads,0.000231046931408,0.207432900666
307,a few/a,3,0.0,1743,6011388,Goodreads,0.000289949675516,0.26031552063
308,a few/a,4,0.25,2541,10187257,Goodreads,0.00024942926246,0.22393647519
309,a few/a,5,0.5,2532,16202230,Goodreads,0.000156274784397,0.14030280182
310,a good deal/r,1,-0.5,3,3419923,Goodreads,8.77212732567e-07,0.0835431233788
311,a good deal/r,2,-0.25,11,3912625,Goodreads,2.81141177598e-06,0.267750469356
312,a good deal/r,3,0.0,21,6011388,Goodreads,3.49336958453e-06,0.332698096338
313,a good deal/r,4,0.25,25,10187257,Goodreads,2.45404626584e-06,0.233716044413
314,a good deal/r,5,0.5,14,16202230,Goodreads,8.64078586713e-07,0.082292266515
315,a great deal/r,1,-0.5,19,3419923,Goodreads,5.55568063959e-06,0.100039283861
316,a great deal/r,2,-0.25,37,3912625,Goodreads,9.45656688285e-06,0.17028123827
317,a great deal/r,3,0.0,104,6011388,Goodreads,1.730049699e-05,0.31152426527
318,a great deal/r,4,0.25,141,10187257,Goodreads,1.38408209393e-05,0.249227035289
319,a great deal/r,5,0.5,152,16202230,Goodreads,9.38142465574e-06,0.168928177309
320,a hundred times/r,1,-0.5,7,3419923,Goodreads,2.04682970932e-06,0.273901098599
321,a hundred times/r,2,-0.25,5,3912625,Goodreads,1.27791444363e-06,0.171006981397
322,a hundred times/r,3,0.0,6,6011388,Goodreads,9.9810559558e-07,0.13356373415
323,a hundred times/r,4,0.25,17,10187257,Goodreads,1.66875146077e-06,0.223307711585
324,a hundred times/r,5,0.5,24,16202230,Goodreads,1.48127757722e-06,0.198220474269
325,a la carte/a,1,-0.5,0,3419923,Goodreads,0.0,0.0
326,a la carte/a,2,-0.25,1,3912625,Goodreads,2.55582888726e-07,1.0
327,a la carte/a,3,0.0,0,6011388,Goodreads,0.0,0.0
328,a la carte/a,4,0.25,0,10187257,Goodreads,0.0,0.0
