status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
22707976849_10153545862961850,Get another inside look at the athlete experience at X Games Austin as Morgan Wade shares how #Intel tech changes action sports.,,video,https://www.facebook.com/Intel/videos/10153545862961850/,2016-06-04 16:53:15,84,2,5,83,1,0,0,0,0
22707976849_10153545814896850,"Check out the live stream of a sneak peek of the world's freshest all DJ band direct from #XGames Austin and the #Intel Experience booth, featuring DJ QBert, Shortkut, D-Styles , Invisibl Skratch Piklz, & Thud Rumble.",,video,https://www.facebook.com/Intel/videos/10153545814896850/,2016-06-04 16:14:15,1513,414,111,1225,145,45,35,21,42
22707976849_10153545486026850,"We're kicking off Day 2 of X Games Austin, ready to see some great runs using #Intel tech in Skate and BMX Big Air!",Photos from Intel's post,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153545472936850/?type=3,2016-06-04 12:44:50,569,15,13,565,3,1,0,0,0
22707976849_10153543972011850,There's no better view than one from a drone. Check out how #Intel is getting ready for X Games Austin's Big Air event!,,video,https://www.facebook.com/Intel/videos/10153543972011850/,2016-06-03 17:03:48,1795,50,276,1747,18,20,5,3,2
22707976849_10153543908996850,Want a behind the scenes look at the athlete experience at X Games Austin? See what Tom Schaar has to say about #Intel tech:,,video,https://www.facebook.com/Intel/videos/10153543908996850/,2016-06-03 16:02:21,191,4,43,175,14,1,1,0,0
22707976849_10153543765536850,"Go big or go home! We're gearing up for Big Air at #XGames Austin tonight, where #Intel tech will bring real-time performance data to audiences everywhere!",Photos from Intel's post,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153543761981850/?type=3,2016-06-03 14:08:40,17364,111,1024,17020,253,78,9,2,2
22707976849_10153543534596850,We're back with real-time performance data at X Games Austin! Read up on how Intel tech is changing the experience for athletes and audiences everywhere:,X Games Tech Brings Fans Into Science of Action Sports - iQ by Intel,link,http://intel.ly/1XoYXcV,2016-06-03 11:44:47,668,17,37,651,9,3,2,1,2
22707976849_10153543478376850,"For the first time ever, half of NASA's astronaut grads are women, and they're preparing to go where no man has gone before: Mars. http://intel.ly/1U2vVg9",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153543478376850/?type=3,2016-06-03 11:00:16,938,40,34,900,17,17,1,0,3
22707976849_10153543032176850,Didn't make it to Intel's Computex booth or keynote this week? Find out what you missed.,Computex 2016 Highlights,video,https://www.facebook.com/Intel/videos/10153543032176850/,2016-06-03 05:50:39,2552,32,116,2509,21,20,2,0,0
22707976849_10153542434591850,"Get custom car insurance when every swerve and brake can be analysed for better rates. That's smart transportation with Intel IoT, Sanjet, & Chunghwa #Computex2016.",Smart Transportation,video,https://www.facebook.com/Intel/videos/10153542434591850/,2016-06-02 21:29:28,20485,151,1295,20111,165,164,21,10,14
22707976849_10153542035936850,Practice sessions are underway at the X Games; #Intel Curie will be bringing real-time stats to broadcast.,Photos from Intel's post,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153542032116850/?type=3,2016-06-02 16:18:28,2173,34,142,2130,23,17,3,0,0
22707976849_10153541707486850,"Like car fanatics who modify new or classic models to make them look and perform better, a growing community of passionate PC modders is pushing the limits of old and new computer technologies: http://intel.ly/1U0bikH",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153541707486850/?type=3,2016-06-02 13:00:15,121,1,18,119,2,0,0,0,0
22707976849_10153540143696850,"Get an inside look in 360 degrees, as we gear up to bring real-time performance data to X Games Austin this weekend! Check it out!",,video,https://www.facebook.com/Intel/videos/10153540143696850/,2016-06-01 15:56:00,5654,468,3446,5300,119,208,15,4,8
22707976849_10153539694156850,Just like a front row seat. See the Playoffs from every angle with Intel 360 replay technology. #NBAPlayoffs #Intel,,video,https://www.facebook.com/Intel/videos/10153539694156850/,2016-06-01 11:18:32,6710,114,777,6512,84,89,13,4,8
22707976849_10153539286666850,It was all about power and performance at Intel's Computex keynote. Watch the highlights:,Computex 2016,video,https://www.facebook.com/Intel/videos/10153539286666850/,2016-06-01 07:02:45,55770,339,5686,54211,561,907,59,16,16
22707976849_10153538735331850,"Have you ever wanted to really connect with a tree? Now you can with Tree Hugger at Vivid Sydney. This installation delivers a unique audiovisual display with every loving embrace, all powered by Intel Edison boards. #IntelatVivid",,video,https://www.facebook.com/Intel/videos/10153538735331850/,2016-05-31 22:22:09,140,5,17,136,3,1,0,0,0
22707976849_10153538219901850,"While many reality TV shows feature cut-throat competitors vying for the top prize, the inventors on America's Greatest Makers built problem-solving products by collaborating, sharing and believing in themselves: http://intel.ly/1RKb7nW.",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153538219901850/?type=3,2016-05-31 15:30:14,97,6,9,90,6,1,0,0,0
22707976849_10153536720836850,"Watch the magic of Vivid Sydney. See our favorite moments from 'Songlines', the ancient Australian Indigenous artwork set against a canvas of the Sydney Opera House #VividSydney #IntelatVivid

Songlines is inspired by the ancient dreaming tracks that weave across the Australian landscape and skies, featuring the work of six renowned Indigenous artists: Karla Dickens, Djon Mundine OAM, Reko Rennie, Gabriella Possum, Donny Woolagoodja and the late Gulumbu Yunipingu.",,video,https://www.facebook.com/Intel/videos/10153536720836850/,2016-05-30 19:55:38,210,6,55,189,12,9,0,0,0
22707976849_10153535888966850,Go bigger with Intel tech and get the ultimate X Games experience. Check out how Intel's performance-tracking technology is taking the fan experience to new heights in Austin.,Photos from Intel's post,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153535888126850/?type=3,2016-05-30 12:16:15,4868,62,174,4819,27,18,4,0,0
22707976849_10153530143876850,"Connectivity, innovation and the Internet of Things are the themes of this massive annual tech conference that attracted over 30,000 tech workers. #decoded",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153530143876850/?type=3,2016-05-27 13:00:13,410,8,15,400,3,7,0,0,0
22707976849_10153530063266850,"Four decades after the first video game competition, eSports will finally hit primetime television today with TBS's ELeague, but will fans watch? http://intel.ly/1THLzzf",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153530063266850/?type=3,2016-05-27 12:00:13,104,7,6,99,5,0,0,0,0
22707976849_10153529989581850,Intel is delivering the real-time performance feedback. The athletes are delivering the thrills. Get a sneak peek at how our tech is inside the Summer X Games!,Summer X Games,video,https://www.facebook.com/Intel/videos/10153529989581850/,2016-05-27 11:01:11,4047,77,1610,3916,59,65,5,2,0
22707976849_10153528627826850,Experience some of the action at the NBA Conference Finals with Intel 360 replay technology. #NBAPlayoffs #Intel,,video,https://www.facebook.com/Intel/videos/10153528627826850/,2016-05-26 16:34:01,1881,39,248,1828,27,20,4,0,2
22707976849_10153528156586850,Bringing science and sports together- check out Colton Satterfield testing #Intel technology as we prepare for X Games Austin.,,video,https://www.facebook.com/Intel/videos/10153528156586850/,2016-05-26 11:55:27,5603,97,1145,5481,52,64,4,0,2
22707976849_10153526470286850,Replay some of the best moments of the game from every angle with Intel 360 replay. #NBAPlayoffs #Intel,Intel 360 replay,video,https://www.facebook.com/Intel/videos/10153526470286850/,2016-05-25 13:45:40,3823,59,485,3724,53,31,12,1,2
22707976849_10153526261651850,"We're excited to get things kicked off at the Summer #XGames in Austin next week! Awesome athletes, big data, and Intel tech. Sounds like a great weekend to us!",Photos from Intel's post,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153526258311850/?type=3,2016-05-25 11:38:05,6336,86,404,6221,59,42,10,2,2
22707976849_10153524405291850,Check out an inside look at how Intel is bringing real-time data to this year's Summer #XGames in Austin!,,video,https://www.facebook.com/Intel/videos/10153524405291850/,2016-05-24 11:31:12,403,7,65,397,6,0,0,0,0
22707976849_10153522793566850,We're excited to continue our partnership with ESPN and the #XGames. Take a look back at X Games Aspen as we gear up for real-time stats and new tech at X Games Austin this summer!,Looking Back at X Games Aspen,video,https://www.facebook.com/Intel/videos/10153522793566850/,2016-05-23 15:06:06,2059,57,523,1991,35,29,3,0,1
22707976849_10153521164021850,Thank you Maker Faire 2016! Here are some favorite highlights.,,video,https://www.facebook.com/Intel/videos/10153521164021850/,2016-05-22 19:22:15,343,16,60,337,4,2,0,0,0
22707976849_10153521148421850,Feel like you're courtside at the #NBAPlayoffs with #Intel 360 replay technology.,,video,https://www.facebook.com/Intel/videos/10153521148421850/,2016-05-22 19:10:39,119,10,15,116,2,0,1,0,0
22707976849_10153519177811850,Sightings from Saturday at Maker Faire.,Saturday at Maker Faire,video,https://www.facebook.com/Intel/videos/10153519177811850/,2016-05-21 19:41:17,145,9,32,137,4,4,0,0,0
22707976849_10153519002436850,Modular camera component ready for your 3D printing innovations.  #MakerFaire,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153519002436850/?type=3,2016-05-21 17:37:53,5697,41,231,5591,49,52,2,2,1
22707976849_10153518953351850,Thud rumble + Intel Edison live from Maker Faire. Music powered by Intel tech!,,video,https://www.facebook.com/Intel/videos/10153518953351850/,2016-05-21 17:09:50,1822,156,97,1449,129,60,61,25,98
22707976849_10153517167901850,Maker Faire 2016 kicks off with lots of excitement. What will you make?,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153517167901850/?type=3,2016-05-20 19:12:19,1686,10,32,1657,16,10,2,0,1
22707976849_10153516996561850,Intel's 360 replay technology puts you in the middle of the action at the NBA Conference Finals. #NBAPlayoffs #Intel,,video,https://www.facebook.com/Intel/videos/10153516996561850/,2016-05-20 16:55:43,1014,35,201,958,23,29,2,0,2
22707976849_10153516423206850,"There's no limit to the amazing projects you can see, share, and experience at the iconic DIY festival that originated here. #decoded",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153516423206850/?type=3,2016-05-20 11:00:11,89,3,9,86,2,1,0,0,0
22707976849_10153514471136850,"Silicon Valley's festival of fascination, Maker Faire, celebrated its 10th anniversary last year with a bang, as the Maker Movement gave rise to a new generation of technology tinkerers. We're excited to see how they'll kick off the next ten years on May 20-22, 2016 at the San Mateo event center: http://intel.ly/1OBLCoQ",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153514471136850/?type=3,2016-05-19 11:00:12,6534,75,309,6377,80,69,6,1,1
22707976849_10153512305596850,Some of the most exciting games of the year are designed to play on almost any device. Read about 7 new indie gaming titles coming out this year and how to play them on the big screen: http://intel.ly/1OzUhbh,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153512305596850/?type=3,2016-05-18 11:00:13,2079,14,37,2049,18,1,2,8,1
22707976849_10153510452851850,"We're ready to experience Maker Faire, May 20-22 in San Mateo, CA. If you can't join us in person, follow along all weekend as we share the most interesting highlights.",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153510452851850/?type=3,2016-05-17 11:00:12,3393,44,74,3344,36,11,1,1,0
22707976849_10153503514531850,One internationally acclaimed high-school roboticist turned his passion for science into a successful startup. He creates 3D photos to give retail customers a 360-degree look at their future online purchases: http://intel.ly/1WvtV2w,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153503514531850/?type=3,2016-05-13 18:15:08,94,15,8,92,2,0,0,0,0
22707976849_10153503453621850,"Turning organic waste into electricity, helping the disabled walk, and finding a solution to flammable batteries scored top prizes for teens at global science fair. http://intel.ly/24QOlUB #IntelISEF",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153503453621850/?type=3,2016-05-13 17:40:06,10696,24,81,10626,41,28,1,0,0
22707976849_10153502867286850,"Millions of women are using computers and accessing the internet for the first time, empowering themselves and their communities in the process: http://intel.ly/1WuJvvm",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153502867286850/?type=3,2016-05-13 11:00:14,281,16,12,279,2,0,0,0,0
22707976849_10153501037836850,Can the latest exergames turn kids into superheroes and get them interested in fitness? http://intel.ly/1WsjexD,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153501037836850/?type=3,2016-05-12 11:00:13,99,6,7,98,1,0,0,0,0
22707976849_10153498215736850,"Congratulations to François Gabart, skipper on Trimaran MACIF, who won the transatlantic Transat bakerly in just 8 days, 8 hours, and 54 min! http://intel.ly/1rSPA7h",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153498215736850/?type=3,2016-05-10 19:08:07,90,11,4,89,1,0,0,0,0
22707976849_10153497786801850,Over 1700 teen scientists and engineers from 75 countries shout it out at the Intel ISEF opening ceremony.,,video,https://www.facebook.com/Intel/videos/10153497786801850/,2016-05-10 15:08:20,7147,367,1995,6530,146,435,15,5,5
22707976849_10153496883276850,"As you celebrate your amazing mom on #MothersDay, raise a glass to the trailblazing mothers of invention who paved the way for all women in tech: http://intel.ly/1Wmg4LY",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153496883276850/?type=3,2016-05-10 01:10:07,340,10,19,331,9,0,0,0,0
22707976849_10153493653741850,"As you celebrate your amazing mom on #MothersDay, raise a glass to the trailblazing mothers of invention who paved the way for all women in tech: http://intel.ly/1rGCKZQ",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153493653741850/?type=3,2016-05-08 11:00:13,551,16,21,533,8,4,1,1,2
22707976849_10153489469731850,"The Kentucky Derby is as much about the horses and hats as it is about the bourbon in your mint julep. Here's how the latest distiller technology is making better, faster bourbon and tastier cocktails: http://intel.ly/1rynVby",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153489469731850/?type=3,2016-05-06 11:00:14,136,10,12,133,3,0,0,0,0
22707976849_10153488013921850,"90% of user-generated passwords are vulnerable to hacking. This #PasswordDay, celebrate by learning how to secure yourself from online threats.  http://intel.ly/26Yc9Id",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153488013921850/?type=3,2016-05-05 17:30:09,179,6,54,176,2,0,0,0,1
22707976849_10153487432951850,"Discover the story of this man's quest to design the world's fastest racing vessel. With the help of Intel tech, the skippers analyze every detail of the voyage, both boat and human, to find racing perfection. Learn more: http://iq.intel.com/smart-sailing-francois-gabarts-floating-tech-lab/",Intel,link,http://iq.intel.com/smart-sailing-francois-gabarts-floating-tech-lab/,2016-05-05 11:07:51,10113,62,98,10051,28,21,7,2,4
22707976849_10153485441516850,"Drone 100 over Palm Springs, CA: making history and lighting up the sky Intel style! http://bit.ly/1NVDLHq",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153485441516850/?type=3,2016-05-04 10:46:34,190,11,31,181,3,6,0,0,0
22707976849_10153468477576850,Imagine #basketball games with fewer blown calls and custom highlight reels: http://intel.ly/1NorVFE #iQ,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153468477576850/?type=3,2016-04-25 11:00:18,269,21,23,263,4,1,0,0,1
22707976849_10153463111456850,"On Earth Day, take a look at the wind harvesting tech that may be able to take this green energy source to new heights: http://intel.ly/1WhjzkF",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153463111456850/?type=3,2016-04-22 15:00:03,297,16,21,291,5,0,0,0,1
22707976849_10153462723741850,"Intel is committed to making the world a better place, which is why our entire supply chain will be this by 2017. Hint: http://www.intel.com/content/www/us/en/corporate-responsibility/conflict-free-minerals.html #EarthDay #decoded",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153462723741850/?type=3,2016-04-22 11:00:05,151,17,19,145,2,2,0,0,2
22707976849_10153461315116850,,Intel's cover photo,photo,https://www.facebook.com/Intel/photos/a.10150575439076850.380581.22707976849/10153461314901850/?type=3,2016-04-21 14:56:27,320,58,25,311,6,2,1,0,0
22707976849_10153461121136850,Get behind #ExperienceAmazing as Intel's RealSense technology is paired with projection mapping to transform an entire crowd into the legends of ancient China http://intel.ly/1plHpyO,History Comes Alive,video,https://www.facebook.com/Intel/videos/10153461121136850/,2016-04-21 13:00:37,2022,15,368,1973,24,20,4,0,1
22707976849_10153459451096850,See how you can experience 360 degree replays. intel.com/sports,360 Degree Replays,video,https://www.facebook.com/Intel/videos/10153459451096850/,2016-04-20 13:31:57,235,6,59,232,3,0,0,0,0
22707976849_10153459333266850,See ancient China through a modern 3D lens with Intel's RealSense technology. Xian's young people use 3D scanning to put fresh faces onto China's dynastic past. http://intel.ly/1YH95du,History Comes Alive,video,https://www.facebook.com/Intel/videos/10153459333266850/,2016-04-20 12:00:18,3267,47,434,3150,24,82,10,1,0
22707976849_10153457636261850,America's Greatest Makers 'Make or Break' rounds begin tonight and $100k is at stake. Get a sneak peek with the pre-show: AmericasGreatestMakers.com,America's Greatest Makers,video,https://www.facebook.com/Intel/videos/10153457636261850/,2016-04-19 14:00:21,134,7,11,131,3,0,0,0,0
22707976849_10153457488366850,,Intel's cover photo,photo,https://www.facebook.com/Intel/photos/a.10150575439076850.380581.22707976849/10153457488216850/?type=3,2016-04-19 12:38:11,184,1,6,181,3,0,0,0,0
22707976849_10153457429741850,"Art, history come alive on Xi'an's ancient city walls using Intel's RealSense technology #ExperienceAmazing http://iq.intel.com/technology-helps-history-comes-alive-in-china/",HCA_045-HD.mp4,video,https://www.facebook.com/Intel/videos/10153457429741850/,2016-04-19 12:00:29,174,3,31,170,4,0,0,0,0
22707976849_10153457346666850,"When Dr. ""Bones"" McCoy first used a medical tricorder on Star Trek in 1966, the idea of a handheld medical device that could scan and diagnose a patient on the spot was pure science fiction. Now, these devices are becoming a reality: http://intel.ly/1Ss1gEe",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153457346666850/?type=3,2016-04-19 11:00:03,209,2,27,203,6,0,0,0,0
22707976849_10153448346116850,Gearing up for summer music festival season? #TBT to when iQ covered the cool tech at each event: http://intel.ly/1qGfKK9,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153448346116850/?type=3,2016-04-14 11:00:04,157,10,16,151,3,3,0,0,0
22707976849_10153446711261850,"Are drones the new flying car? We think so – just check out the first manned flight of our 18-roto Volocopter #drone, with plans to have one hour of flight time and a cruising speed of 62mph. http://intel.ly/1MurSb2",Volocopter,video,https://www.facebook.com/Intel/videos/10153446711261850/,2016-04-13 13:00:18,49266,1010,11411,48016,254,909,63,7,17
22707976849_10153445074606850,See how a tech debacle with P. Diddy encouraged Jermaine Dupri to mix his beats the new-school way: http://intel.ly/1qGc2An,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153445074606850/?type=3,2016-04-12 18:00:03,148744,158,166,148388,210,93,40,4,9
22707976849_10153445033741850,All new America's Greatest Makers TONIGHT 9/8c.,Conan O'Brien Presents: Team Coco,video,https://www.facebook.com/teamcoco/videos/1135153379876876/,2016-04-12 17:29:07,80,2,1,79,1,0,0,0,0
22707976849_10153444509316850,"The latest PGA-level golf tech can help you avoid sand traps and bogeys, while improving your swing - and your confidence: http://intel.ly/1S47qLg",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153444509316850/?type=3,2016-04-12 12:00:08,449929,638,709,449071,357,351,114,12,24
22707976849_10153436340066850,Ada Lovelace used STEM smarts to become the first computer programmer nearly 100 years before computers existed: http://intel.ly/1Sk8fyu,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153436340066850/?type=3,2016-04-08 14:30:04,226,8,39,217,5,4,0,0,0
22707976849_10153435956536850,"The Internet of Things isn't just about making homes and vehicles smarter. It's also revolutionizing the way we play. From kids to adults to pups, connected toys like Sphero's #BB8 transform our world into a playground. Read more: http://intel.ly/1UxXQG6",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153435956536850/?type=3,2016-04-08 11:00:04,177,7,32,173,4,0,0,0,0
22707976849_10153429788646850,Tune in! Americas Greatest Makers premieres TONIGHT TBS Network 9/8c.,TBS Network,video,https://www.facebook.com/TBSNetwork/videos/1095974237110389/,2016-04-05 14:14:18,157,3,0,154,2,1,0,0,0
22707976849_10153429451141850,#FlightLab: Out of sight! AT&T + Intel are teaming up to bring LTE connectivity to drones. Pilots will be able to fly into environmental conditions unfit for humans for research and recreation from the safety of their home labs. about.att.com/story/att_and_intel_to_test_drones_on_lte_network.html,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153429451141850/?type=3,2016-04-05 11:00:07,155,7,20,152,2,1,0,0,0
22707976849_10153427344961850,Can smart bats and cleats help take your favorite team to the World Series? See the new technology that will change baseball in 2016: http://intel.ly/1Sso2f7,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153427344961850/?type=3,2016-04-04 11:00:17,2954,8,20,2919,31,2,2,0,0
22707976849_10153420814191850,"Don't let the April showers ruin your spring. Introducing the Drone-brella, an ambitious new prototype that combines the powers of Curie, Edison, RealSense and 6th Gen Intel Core processors. Track your movements, repel water and even connect to your home with this game-changing drone technology. Coming soon!",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153420814191850/?type=3,2016-04-01 11:00:07,296,4,38,276,8,3,9,0,0
22707976849_10153418981841850,"#FlightLab: This helium-filled blimp uses an Intel Edison-powered LIDAR sensor to help it avoid obstacles autonomously, even during treacherous flights down your office hallway. Learn how to build your own here: www.instructables.com/member/Aleator777/",FlightLab - Blimp,video,https://www.facebook.com/Intel/videos/10153418981841850/,2016-03-31 18:10:16,326,14,45,316,1,5,3,1,0
22707976849_10153411131121850,"Mobile data can help epidemiologists prevent the spread of deadly diseases like malaria, cholera and more: http://intel.ly/1MEZY6J",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153411131121850/?type=3,2016-03-29 11:00:04,276706,330,1641,275629,370,615,63,13,16
22707976849_10153404436726850,A new competition show. 24 teams of inventors. $1 million Grand Prize. America's Greatest Makers premieres April 5 9/8c on TBS Network.,,video,https://www.facebook.com/Intel/videos/10153404436726850/,2016-03-27 12:20:08,227,4,40,224,3,0,0,0,0
22707976849_10153397249701850,"How close to the stars can you get on a single charge? We give a tech-shy mother a 6th Gen Intel Core laptop to see if she can learn how to design, build and program a working planetarium for her kids before the battery hits 0%. See how it went:",Backyard Planetarium,video,https://www.facebook.com/Intel/videos/10153397249701850/,2016-03-25 12:00:49,241,19,49,234,4,3,0,0,0
22707976849_10153394535111850,6th Gen Intel Core tech gives devices their longest battery life ever — but is it cosmically long? Find out tomorrow!,Backyard Planetarium - Teaser.mp4,video,https://www.facebook.com/Intel/videos/10153394535111850/,2016-03-24 17:00:21,141,4,17,138,2,0,1,0,0
22707976849_10153394383136850,Need help coding? These brackets won't help – but you may be a fan anyway. #decoded,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153394383136850/?type=3,2016-03-24 15:52:03,223,5,24,223,0,0,0,0,0
22707976849_10153384725776850,"We are saddened by the passing of former Intel CEO and Chairman Andy Grove.  He made the impossible happen, time and again. http://intel.ly/1Se0Wv9",Andrew S. Grove 1936 – 2016 | Intel Newsroom,link,http://intel.ly/1Se0Wv9,2016-03-21 19:08:39,2149,178,1212,1330,3,15,0,800,1
22707976849_10153383889411850,"From game simulators to swarms of data analysts, can these tech tools help you master your March Madness brackets in the future? http://intel.ly/1Rv4jko",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153383889411850/?type=3,2016-03-21 13:00:05,124,1,3,122,2,0,0,0,0
22707976849_10153376258911850,Get ready for an epic tech battle where one team is going to walk away with a $1 million grand prize. America's Greatest Makers premieres on TBS April 5 9/8c.,AGM Premiere,video,https://www.facebook.com/Intel/videos/10153376258911850/,2016-03-18 13:01:14,209,5,45,202,7,0,0,0,0
22707976849_10153376120256850,#ExperienceAmazing prosthetic progress with Intel processing. Learn how these inspired designers use advanced 3D printing to create a custom hand for an active 11-year-old: http://iq.intel.com/inexpensive-prosthetics-masses/,Photos from Intel's post,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153376119616850/?type=3,2016-03-18 12:10:49,187030,685,2024,185385,787,765,49,27,17
22707976849_10153373972291850,A quick visit here will give your code the gift of gab. #decoded,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153373972291850/?type=3,2016-03-17 15:30:03,146,4,10,143,3,0,0,0,0
22707976849_10153373563376850,#ExperienceAmazing 3D printing gives prosthetic designers the ability to print hope for an active 11-year-old: http://intel.ly/1prDsJY,3D-Printed Prosthetics,video,https://www.facebook.com/Intel/videos/10153373563376850/,2016-03-17 12:00:57,191,3,64,182,9,0,0,0,0
22707976849_10153373445911850,"A 15-year-old pilot won $250,000 at the World Drone Prix in Dubai. Tips from Rotor Riot could help you compete in the next big race: http://intel.ly/22pdx3h",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153373445911850/?type=3,2016-03-17 11:00:07,699,4,36,685,3,10,1,0,0
22707976849_10153371130156850,#ExperienceAmazing 3D design as Intel powers the printing of a custom prosthetic hand that's changing a young boy's life: http://intel.ly/21tw64e,3D Hand,video,https://www.facebook.com/Intel/videos/10153371130156850/,2016-03-16 12:00:42,50892,524,4479,49386,456,965,48,16,21
22707976849_10153369547566850,"If you listen closely you can hear it...12 Months, 12 Winners, 1 Grand Prize!  What are you waiting for?",Open Labs,video,https://www.facebook.com/OpenLabsMusic/videos/1015791211793169/,2016-03-15 18:30:21,94,4,0,94,0,0,0,0,0
22707976849_10153368860786850,#ExperienceAmazing 3D printers powered by Intel that are creating custom-made hope for people without limbs: http://intel.ly/1prCEEU,3D Prosthetics,video,https://www.facebook.com/Intel/videos/10153368860786850/,2016-03-15 12:06:15,3586,56,994,3398,134,49,3,2,0
22707976849_10153368848381850,,Intel's cover photo,photo,https://www.facebook.com/Intel/photos/a.10150575439076850.380581.22707976849/10153368847921850/?type=3,2016-03-15 11:56:04,185,12,17,182,3,0,0,0,0
22707976849_10153362654051850,"Thank you for all the naming submissions! Rotor Riots' pilot at the World Drone Prix, Mr. Steele, made the final call and chose ""Drone-i-nator"" - we agree! #DronesinDubai",,video,https://www.facebook.com/Intel/videos/10153362654051850/,2016-03-12 21:15:47,263,6,36,260,2,1,0,0,0
22707976849_10153356526186850,"Rotor Riot needs your help with the final piece of its racer: a name. 
Submit yours in the comments and we'll reveal the winner this Saturday before its World Drone Prix debut. #DronesInDubai",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153356526186850/?type=3,2016-03-11 15:52:05,462,45,37,459,0,3,0,0,0
22707976849_10153355919486850,Learn about how a Tweet inspired Instapainting founder Chris Chen to build a master painter robot controlled by Twitch viewers: http://intel.ly/1nudRy1,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153355919486850/?type=3,2016-03-11 12:00:04,206,5,13,205,1,0,0,0,0
22707976849_10153352704126850,How to Be a Pro Drone Racer. Follow Rotor Riot at the World Drone Prix in Dubai. #DronesInDubai http://intel.ly/24TAWfq,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153352704126850/?type=3,2016-03-10 17:00:04,183,3,10,181,2,0,0,0,0
